# GREAT version 4.0.4	Species assembly: hg38	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
A1CF	unnamed (+232350)
SNX9	unnamed (-368014), unnamed (-360064), unnamed (-335914), unnamed (-319964), unnamed (-312539), unnamed (-287014), unnamed (-283964), unnamed (-274114), unnamed (-266614), unnamed (-265139), unnamed (-262639), unnamed (-258989), unnamed (-251739), unnamed (-250864), unnamed (-237439), unnamed (-229614), unnamed (-227089), unnamed (-225389), unnamed (-223464), unnamed (-216164), unnamed (-209164), unnamed (-207114)
SOCS1	unnamed (+80729), unnamed (+85954), unnamed (+273504), unnamed (+274454), unnamed (+275429), unnamed (+276179), unnamed (+290304), unnamed (+292129)
SOCS2	unnamed (-34831)
SOCS3	unnamed (+21802)
SOCS4	unnamed (+995), unnamed (+4245)
SOCS6	unnamed (+724), unnamed (+210374)
SOD1	unnamed (+17178)
SOD2	unnamed (+225078), unnamed (+231028), unnamed (+231703)
SORBS1	unnamed (-76097)
SORBS3	unnamed (-98345)
SORL1	unnamed (-79453), unnamed (-77878), unnamed (-46203), unnamed (-29478), unnamed (-22153), unnamed (-20803), unnamed (-6403), unnamed (-5228), unnamed (-3753), unnamed (-2878)
SORT1	unnamed (-6924)
SOS1	unnamed (-19324), unnamed (+50601), unnamed (+52501), unnamed (+121001)
SOSTDC1	unnamed (-97726)
SOX21	unnamed (-149076)
SOX4	unnamed (-613518), unnamed (-588793), unnamed (-588218), unnamed (-570568), unnamed (-569593), unnamed (-569118), unnamed (-4268), unnamed (+2782), unnamed (+17607), unnamed (+432707), unnamed (+433457), unnamed (+470507)
SOX5	unnamed (-466972), unnamed (-465447), unnamed (-429347), unnamed (-223122)
SOX7	unnamed (-81213), unnamed (-39163), unnamed (+137)
SOX9	unnamed (+301005), unnamed (+301680)
SP1	unnamed (+8131), unnamed (+8481)
SP100	unnamed (+148284), unnamed (+182684), unnamed (+183834)
SP110	unnamed (+85025), unnamed (+94325)
SP140	unnamed (+7244)
SP140L	unnamed (-94209)
SP3	unnamed (+22777)
SP4	unnamed (-629859)
SP8	unnamed (-11289)
SPACA1	unnamed (+93111), unnamed (+95336)
SPACA9	unnamed (-73177)
SPAG1	unnamed (+99497), unnamed (+103497), unnamed (+104197), unnamed (+107772), unnamed (+107972), unnamed (+142897)
SPAG16	unnamed (-51139), unnamed (-49639), unnamed (-46589), unnamed (-45439), unnamed (-814), unnamed (+467686)
SPAG4	unnamed (-67142)
SPAG6	unnamed (+130), unnamed (+199205), unnamed (+199830), unnamed (+206830), unnamed (+218730), unnamed (+222255), unnamed (+233155), unnamed (+237855), unnamed (+253505), unnamed (+254505), unnamed (+261655), unnamed (+263755), unnamed (+281705), unnamed (+293930), unnamed (+301380), unnamed (+302830), unnamed (+312805), unnamed (+321155), unnamed (+321780), unnamed (+323580), unnamed (+344380), unnamed (+345005), unnamed (+347630), unnamed (+350505), unnamed (+354280)
SPAG7	unnamed (-12778), unnamed (-12203)
SPAG9	unnamed (+92140)
SPARC	unnamed (+109040)
SPARCL1	unnamed (+7903)
SPAST	unnamed (+16639)
SPATA16	unnamed (+367943)
SPATA17	unnamed (+533826)
SPATA21	unnamed (+3749)
SPATA32	unnamed (+22712)
SPATA6	unnamed (-285827), unnamed (-2), unnamed (+244073)
SPATC1L	unnamed (-35116)
SPATS2	unnamed (+40085), unnamed (+61485)
SPCS2	unnamed (+11603)
SPCS3	unnamed (+2211), unnamed (+4286)
SPDEF	unnamed (-82736)
SPDYE5	unnamed (+126600), unnamed (+194500), unnamed (+195200), unnamed (+218575), unnamed (+219250)
SPDYE6	unnamed (+55269)
SPECC1L	unnamed (+34735), unnamed (+59010), unnamed (+126985), unnamed (+129360), unnamed (+133935)
SPG21	unnamed (-15189), unnamed (+29586)
SPI1	unnamed (+13516)
SPIDR	unnamed (-342250), unnamed (-339700), unnamed (-304150), unnamed (-71625), unnamed (-62575), unnamed (+234200)
SPINK1	unnamed (+26486)
SPINK2	unnamed (+92), unnamed (+61392), unnamed (+63092)
SPINK8	unnamed (+21291)
SPNS2	unnamed (-12488), unnamed (+20062)
SPNS3	unnamed (+52662)
SPOCD1	unnamed (-97099), unnamed (-96349), unnamed (-64874), unnamed (-62199), unnamed (+30376), unnamed (+31026)
SPOCK2	unnamed (-86077)
SPON1	unnamed (-282739), unnamed (-243789), unnamed (-101114)
SPPL2A	unnamed (-115217)
SPPL2B	unnamed (+2895), unnamed (+6070), unnamed (+9045), unnamed (+14895)
SPRED1	unnamed (-179476), unnamed (-175351)
SPRED2	unnamed (+36002), unnamed (+39627), unnamed (+59702), unnamed (+63327), unnamed (+63577), unnamed (+66777)
SPRY1	unnamed (+622305)
SPSB1	unnamed (+10070), unnamed (+25270), unnamed (+40095), unnamed (+69770), unnamed (+70945), unnamed (+107470), unnamed (+113470), unnamed (+118020), unnamed (+121195), unnamed (+124945), unnamed (+128270), unnamed (+130270), unnamed (+132395), unnamed (+134645), unnamed (+136845)
SPTAN1	unnamed (+51060), unnamed (+51685), unnamed (+88835)
SPTBN1	unnamed (+121690), unnamed (+133640), unnamed (+135165), unnamed (+171615), unnamed (+182265), unnamed (+189665)
SPTLC1	unnamed (-160024), unnamed (-132399)
SPTSSA	unnamed (+24706)
SPX	unnamed (-16382)
SQOR	unnamed (-28215), unnamed (-26065)
SRC	unnamed (+19821)
SRD5A2	unnamed (-405783), unnamed (-327658), unnamed (-309308), unnamed (-307533)
SREBF2	unnamed (-7255), unnamed (+1720), unnamed (+8220), unnamed (+10145), unnamed (+13045), unnamed (+14345), unnamed (+15620), unnamed (+24395), unnamed (+26520), unnamed (+27520), unnamed (+30770), unnamed (+32295), unnamed (+33670), unnamed (+42170), unnamed (+43045), unnamed (+45245), unnamed (+48170), unnamed (+49095), unnamed (+52420), unnamed (+54945), unnamed (+57020), unnamed (+58520), unnamed (+60670), unnamed (+68870), unnamed (+70120), unnamed (+71145), unnamed (+73045)
SREK1	unnamed (-148318), unnamed (+23107), unnamed (+24007), unnamed (+26182), unnamed (+26982)
SRGAP1	unnamed (-29668)
SRGAP2C	unnamed (+273765), unnamed (+333990)
SRP68	unnamed (+24853)
SRP72	unnamed (+2285), unnamed (+10985), unnamed (+20085), unnamed (+22160)
SRPK2	unnamed (+84519)
SRPRB	unnamed (+22917)
SRR	unnamed (-239004)
SRSF11	unnamed (+17701), unnamed (+22176), unnamed (+87326), unnamed (+88151)
SRSF5	unnamed (-102850), unnamed (-93375), unnamed (-78400), unnamed (-77150), unnamed (-64275), unnamed (-60300), unnamed (-50900), unnamed (-22825), unnamed (-20200), unnamed (-18575)
SS18	unnamed (+5750), unnamed (+12750), unnamed (+16850), unnamed (+25700), unnamed (+27925), unnamed (+38550), unnamed (+41350), unnamed (+45600), unnamed (+66050), unnamed (+69075)
SSBP2	unnamed (+231953), unnamed (+243103), unnamed (+244553)
SSBP3	unnamed (+21344), unnamed (+28044), unnamed (+30569), unnamed (+42169)
SSH1	unnamed (+45190)
SSH2	unnamed (-1757), unnamed (+120393)
SSPN	unnamed (-40546), unnamed (-35971), unnamed (+254), unnamed (+103629), unnamed (+123754), unnamed (+275929), unnamed (+324604), unnamed (+325329), unnamed (+459404), unnamed (+509179)
SSR1	unnamed (+63257)
SSR3	unnamed (-109451)
SSTR2	unnamed (-32512)
SSUH2	unnamed (-14202), unnamed (+140548)
ST14	unnamed (+97963), unnamed (+104338)
ST20-MTHFS	unnamed (-42256), unnamed (-40581), unnamed (-38231)
ST3GAL1	unnamed (-965250), unnamed (-964875), unnamed (-471700), unnamed (-46125), unnamed (-44100)
ST3GAL2	unnamed (+10063)
ST3GAL3	unnamed (-53333), unnamed (-26933)
ST3GAL4	unnamed (-69032), unnamed (-60657), unnamed (+10968)
ST3GAL6	unnamed (+21)
ST8SIA1	unnamed (-207936), unnamed (+170714)
ST8SIA2	unnamed (-291653), unnamed (-232478)
ST8SIA4	unnamed (+4166), unnamed (+8566), unnamed (+12091), unnamed (+13616), unnamed (+14766), unnamed (+30016), unnamed (+45841), unnamed (+48041), unnamed (+59591), unnamed (+60716), unnamed (+62666), unnamed (+70591), unnamed (+71691), unnamed (+89516), unnamed (+122091), unnamed (+123791), unnamed (+124666)
ST8SIA5	unnamed (-134491), unnamed (+109)
STAC	unnamed (+294131)
STAC3	unnamed (-42432), unnamed (-40982), unnamed (-40532), unnamed (-38782), unnamed (-36557), unnamed (-27332)
STAG1	unnamed (+77493), unnamed (+87668), unnamed (+88243), unnamed (+204968), unnamed (+398793), unnamed (+404193), unnamed (+469693), unnamed (+470718)
STAMBP	unnamed (+27380)
STAP1	unnamed (+26897), unnamed (+47597), unnamed (+51847), unnamed (+54422), unnamed (+59097), unnamed (+63497), unnamed (+65522), unnamed (+67372)
STAR	unnamed (+32740), unnamed (+34065)
STARD13	unnamed (-521395), unnamed (-501795), unnamed (-260195), unnamed (-258720)
STARD4	unnamed (-244690)
STAT3	unnamed (+68568), unnamed (+77668), unnamed (+78518)
STAT5A	unnamed (+22503), unnamed (+23353), unnamed (+32453)
STAT5B	unnamed (+3581)
STAU1	unnamed (+123892), unnamed (+139942)
STEAP1B	unnamed (-212602), unnamed (-177927), unnamed (-176427), unnamed (-164752), unnamed (-161877), unnamed (-65027), unnamed (-63227), unnamed (-51402)
STEAP4	unnamed (-89584)
STH	unnamed (+51700), unnamed (+59000)
STIL	unnamed (+24540)
STK11IP	unnamed (+16465)
STK17A	unnamed (+8660), unnamed (+29685)
STK17B	unnamed (-105350), unnamed (-103650), unnamed (-102275), unnamed (-98575), unnamed (-96400), unnamed (-92475), unnamed (-88675), unnamed (-78400), unnamed (-62100), unnamed (-45275), unnamed (-33150), unnamed (-31250), unnamed (-30150), unnamed (-12375), unnamed (-10600), unnamed (-7850), unnamed (+14000), unnamed (+65625)
STK33	unnamed (-56101), unnamed (+132399)
STK35	unnamed (+23064)
STK38	unnamed (+28270), unnamed (+77995)
STK38L	unnamed (-149350), unnamed (-82350), unnamed (-64425), unnamed (-23825), unnamed (-22475), unnamed (+41450), unnamed (+54875), unnamed (+61375)
STK39	unnamed (+110491), unnamed (+281741)
STK40	unnamed (+39063)
STKLD1	unnamed (+29508), unnamed (+36208)
STMN2	unnamed (-586627), unnamed (-585827)
STON1	unnamed (-81386), unnamed (-68561)
STON2	unnamed (-73921)
STPG4	unnamed (-2163), unnamed (-1013), unnamed (+76712), unnamed (+87787), unnamed (+93262), unnamed (+94562), unnamed (+103662), unnamed (+105162), unnamed (+109737), unnamed (+111487), unnamed (+122362), unnamed (+122912), unnamed (+125612), unnamed (+126762), unnamed (+129112), unnamed (+132312), unnamed (+134012), unnamed (+139112), unnamed (+143787), unnamed (+146537), unnamed (+147137), unnamed (+148612), unnamed (+149987), unnamed (+151187), unnamed (+152612), unnamed (+154037), unnamed (+155287), unnamed (+158937), unnamed (+160912), unnamed (+162787), unnamed (+164462), unnamed (+190012), unnamed (+195737), unnamed (+196337), unnamed (+197112), unnamed (+197737), unnamed (+198287), unnamed (+200087), unnamed (+202862), unnamed (+203737), unnamed (+204437), unnamed (+207212), unnamed (+208362)
STRAP	unnamed (-18295)
STRBP	unnamed (+44310), unnamed (+99010), unnamed (+108535), unnamed (+111385)
STRIP1	unnamed (-20216)
STRIP2	unnamed (+59592), unnamed (+180442), unnamed (+181217)
STRN	unnamed (+47772)
STRN3	unnamed (-179043), unnamed (-58793)
STT3B	unnamed (+89360), unnamed (+92510), unnamed (+103235), unnamed (+253985)
STUM	unnamed (-111175), unnamed (-103675)
STX11	unnamed (-20701), unnamed (-6051), unnamed (-5701), unnamed (-3076)
STX17	unnamed (-78108), unnamed (+68692), unnamed (+97367)
STX18	unnamed (+48978), unnamed (+87228)
STX8	unnamed (+496086), unnamed (+496986)
STXBP5L	unnamed (+607778)
STXBP6	unnamed (+345622), unnamed (+351497)
STYX	unnamed (-5207)
SUCLG2	unnamed (+158160)
SUCNR1	unnamed (-1943)
SUGP2	unnamed (+38814)
SUGT1	unnamed (+20186)
SULF1	unnamed (+209651), unnamed (+272251)
SUMO4	unnamed (-28377), unnamed (+58948)
SUN1	unnamed (-61801), unnamed (-52876)
SUN2	unnamed (+10299), unnamed (+17624), unnamed (+29074)
SUN3	unnamed (-6702)
SUPT16H	unnamed (-9859)
SUPT20H	unnamed (+40174)
SUPT3H	unnamed (-453367), unnamed (-309942), unnamed (-304267), unnamed (-300117)
SURF6	unnamed (+3548)
SUSD1	unnamed (+34367)
SUSD2	unnamed (-94709), unnamed (-55509), unnamed (-38459), unnamed (-17184), unnamed (-10734), unnamed (-8709)
SUSD3	unnamed (+20843)
SUSD5	unnamed (+87640)
SUSD6	unnamed (+12454), unnamed (+21929), unnamed (+36904), unnamed (+38154), unnamed (+51029), unnamed (+55004), unnamed (+64404), unnamed (+92479), unnamed (+95104), unnamed (+96729)
SVIL	unnamed (-392328)
SWI5	unnamed (+41254)
SWSAP1	unnamed (+3190)
SYBU	unnamed (+115391), unnamed (+117641), unnamed (+120791), unnamed (+123791), unnamed (+130816), unnamed (+139691), unnamed (+140341)
SYCP2L	unnamed (+15269)
SYF2	unnamed (+213243)
SYK	unnamed (+54713), unnamed (+67313), unnamed (+67563), unnamed (+67813), unnamed (+68738), unnamed (+75113), unnamed (+77613), unnamed (+83663), unnamed (+372713)
SYN3	unnamed (-838628), unnamed (-837378), unnamed (-795703), unnamed (-783878), unnamed (-518853), unnamed (-510528), unnamed (-465278), unnamed (-461778), unnamed (-267478), unnamed (-262828), unnamed (-242903), unnamed (-241503), unnamed (-214128)
SYNCRIP	unnamed (-27215)
SYNE1	unnamed (+339324), unnamed (+468574), unnamed (+470474), unnamed (+476574), unnamed (+688399), unnamed (+688949)
SYNE3	unnamed (+19336), unnamed (+21986), unnamed (+23461), unnamed (+31086), unnamed (+39686)
SYNGAP1	unnamed (+18580)
SYNGR1	unnamed (-421), unnamed (+1629)
SYNM	unnamed (-14660)
SYPL1	unnamed (+7076), unnamed (+35026), unnamed (+62901)
SYPL2	unnamed (-78)
SYS1-DBNDD2	unnamed (+3798), unnamed (+5323)
SYT1	unnamed (-865894), unnamed (-594), unnamed (+702231), unnamed (+809181)
SYT16	unnamed (+81502), unnamed (+83402), unnamed (+128702)
SYT3	unnamed (-20780)
SYT9	unnamed (+184500), unnamed (+185725), unnamed (+222200)
SYTL1	unnamed (-13123), unnamed (-12498)
SYTL2	unnamed (-231996), unnamed (-230346)
SZT2	unnamed (+55554)
TAB1	unnamed (-48116), unnamed (+30859), unnamed (+31784), unnamed (+46009), unnamed (+49109)
TAB2	unnamed (-562802), unnamed (-266052), unnamed (+50798)
TAC1	unnamed (-613358)
TACC1	unnamed (-142479)
TACC3	unnamed (+41861)
TACR1	unnamed (-233500), unnamed (-232025), unnamed (-217150)
TACR2	unnamed (+6967), unnamed (+39492)
TADA3	unnamed (+10622)
TAF11	unnamed (+67864), unnamed (+71289)
TAF1B	unnamed (+70121)
TAF1C	unnamed (+2411)
TAF2	unnamed (+46988), unnamed (+48088)
TAF4B	unnamed (-36811), unnamed (-34211), unnamed (+56364), unnamed (+100514), unnamed (+104739), unnamed (+105039), unnamed (+131414), unnamed (+196139), unnamed (+212864)
TAF5	unnamed (+6233)
TAF6L	unnamed (+7147)
TAF9	unnamed (-4112)
TAGAP	unnamed (+26027)
TAGLN	unnamed (+17677), unnamed (+18302), unnamed (+21627)
TAL1	unnamed (-59829)
TALDO1	unnamed (+26521)
TAMM41	unnamed (+174072)
TANGO2	unnamed (+10981)
TANGO6	unnamed (-86981), unnamed (-86181)
TANK	unnamed (-456522), unnamed (-70822), unnamed (-69222), unnamed (+56703)
TAOK3	unnamed (+27545), unnamed (+58845), unnamed (+152145), unnamed (+182795), unnamed (+199345), unnamed (+211870)
TAP1	unnamed (-3572)
TAP2	unnamed (+2330), unnamed (+6180), unnamed (+8380)
TAPT1	unnamed (+43166), unnamed (+43416), unnamed (+57166)
TARS2	unnamed (-33817)
TAS1R3	unnamed (-814)
TAS2R39	unnamed (+22631)
TAS2R40	unnamed (-15987), unnamed (+33513), unnamed (+35538)
TAX1BP1	unnamed (-42139)
TAX1BP3	unnamed (-3118)
TBC1D15	unnamed (+12432)
TBC1D16	unnamed (+38573), unnamed (+93123), unnamed (+105248)
TBC1D2	unnamed (-124304)
TBC1D22A	unnamed (+30929), unnamed (+32354)
TBC1D2B	unnamed (+25727), unnamed (+43702), unnamed (+45452), unnamed (+70402)
TBC1D31	unnamed (+23770)
TBC1D32	unnamed (+458130)
TBC1D3K	unnamed (-94640)
TBC1D4	unnamed (-711)
TBC1D5	unnamed (+73145), unnamed (+377270)
TBC1D7	unnamed (+63637)
TBCA	unnamed (-446588)
TBCB	unnamed (-4236)
TBCEL	unnamed (-321471)
TBK1	unnamed (-16180), unnamed (-13905), unnamed (-7005)
TBKBP1	unnamed (-19464)
TBL1XR1	unnamed (+53378), unnamed (+109053)
TBP	unnamed (+1267)
TBRG4	unnamed (+4064)
TBX6	unnamed (+5459)
TBXAS1	unnamed (+254927)
TCAIM	unnamed (+107723)
TCEA1	unnamed (-78196), unnamed (-49571), unnamed (-46421), unnamed (-31921), unnamed (+35054)
TCERG1	unnamed (+37763)
TCF12	unnamed (-114223), unnamed (-112823), unnamed (+192152), unnamed (+265052)
TCF25	unnamed (+35013)
TCF3	unnamed (+29854), unnamed (+30604)
TCHP	unnamed (+2757), unnamed (+10557), unnamed (+19732), unnamed (+30307)
TCIRG1	unnamed (+31959), unnamed (+32209), unnamed (+32684)
TCP10	unnamed (-314484), unnamed (+33091)
TCTEX1D1	unnamed (+5590), unnamed (+6015)
TDGF1	unnamed (-31487)
TDP2	unnamed (+14483)
TDRD10	unnamed (+49103)
TDRP	unnamed (-147644)
TEAD1	unnamed (-391)
TEAD3	unnamed (+21026), unnamed (+23076)
TEAD4	unnamed (+82986)
TEC	unnamed (+56364), unnamed (+56839)
TECTB	unnamed (-80810), unnamed (-68110)
TEF	unnamed (-28229)
TEKT2	unnamed (-49150)
TENM4	unnamed (-42424), unnamed (-624), unnamed (+651), unnamed (+3026)
TEP1	unnamed (+33771), unnamed (+54396), unnamed (+54896)
TERF1	unnamed (+6161), unnamed (+14661)
TERF2	unnamed (+2663), unnamed (+3763), unnamed (+6963), unnamed (+10738), unnamed (+11938), unnamed (+12763), unnamed (+15263), unnamed (+22738)
TERT	unnamed (+297)
TESC	unnamed (+128519), unnamed (+136844)
TESK2	unnamed (+77666)
TESPA1	unnamed (+48772)
TET3	unnamed (-50804), unnamed (+67171)
TEX10	unnamed (+10539), unnamed (+11239)
TEX22	unnamed (-45633)
TEX264	unnamed (-5880)
TEX29	unnamed (-159868), unnamed (-159268), unnamed (-158843), unnamed (-109118), unnamed (-101643), unnamed (-97368), unnamed (-93643), unnamed (-74218), unnamed (-46193), unnamed (-38643), unnamed (-32968)
TEX37	unnamed (+34924), unnamed (+36049), unnamed (+38124), unnamed (+38724), unnamed (+50324), unnamed (+57399), unnamed (+67049), unnamed (+70099), unnamed (+70974), unnamed (+73549), unnamed (+78049), unnamed (+80299), unnamed (+83024), unnamed (+85574), unnamed (+87999), unnamed (+88674), unnamed (+91199), unnamed (+92399), unnamed (+94049), unnamed (+96049), unnamed (+99749), unnamed (+100224), unnamed (+101224)
TEX44	unnamed (+89799), unnamed (+94749)
TEX51	unnamed (+152060), unnamed (+161985), unnamed (+165485), unnamed (+169035)
TEX9	unnamed (-8402), unnamed (+2348), unnamed (+6873)
TFB1M	unnamed (+22434)
TFDP2	unnamed (+156796)
TFEC	unnamed (+618966), unnamed (+846941)
TFG	unnamed (+24500), unnamed (+28075), unnamed (+39075)
TGFB1I1	unnamed (-4534)
TGFB2	unnamed (+744240)
TGFB3	unnamed (+20441), unnamed (+21916)
TGFBR1	unnamed (-46025), unnamed (-45025), unnamed (+25500), unnamed (+30225), unnamed (+31850)
TGFBR3	unnamed (+378104)
TGFBRAP1	unnamed (+36284)
TGM1	unnamed (-515)
TGM2	unnamed (+80097), unnamed (+81222), unnamed (+81547), unnamed (+82247), unnamed (+86322), unnamed (+88922), unnamed (+89522), unnamed (+90697), unnamed (+99722)
TGM3	unnamed (-171326)
TGM4	unnamed (+53289), unnamed (+76664), unnamed (+95814)
THADA	unnamed (+58799), unnamed (+82499), unnamed (+113324), unnamed (+113849), unnamed (+114474), unnamed (+170049), unnamed (+187249), unnamed (+207749)
THAP4	unnamed (+7524), unnamed (+9074)
THAP6	unnamed (-414823), unnamed (-412023), unnamed (-379173), unnamed (-333598), unnamed (-332898), unnamed (-262848), unnamed (-24448)
THBS1	unnamed (-969968), unnamed (-937743), unnamed (-898018)
THEM4	unnamed (-44167), unnamed (+25308)
THEM5	unnamed (-30803)
THEM6	unnamed (+7197)
THG1L	unnamed (-1922)
THOC1	unnamed (+3502), unnamed (+55152), unnamed (+57602), unnamed (+70827), unnamed (+85477), unnamed (+89527), unnamed (+90652)
THOP1	unnamed (+19765)
THRAP3	unnamed (+28959), unnamed (+29659), unnamed (+30509), unnamed (+55034), unnamed (+58684), unnamed (+59709), unnamed (+61159)
THRB	unnamed (-26853), unnamed (-12703), unnamed (-328)
THSD1	unnamed (-13322), unnamed (-13097)
THSD7B	unnamed (-480670), unnamed (-374520), unnamed (-373470), unnamed (-370345)
THUMPD2	unnamed (-502908), unnamed (-321808)
THY1	unnamed (-250847), unnamed (-249272)
TIAF1	unnamed (-47693), unnamed (-45843), unnamed (-34293)
TIAM1	unnamed (-448), unnamed (+902)
TIAM2	unnamed (-32172), unnamed (-28472), unnamed (-19097), unnamed (-6072), unnamed (-5097), unnamed (-4147), unnamed (+2153), unnamed (+344228), unnamed (+350703), unnamed (+351778), unnamed (+353578), unnamed (+354128)
TICAM1	unnamed (-12996)
TICAM2	unnamed (+1554), unnamed (+22579), unnamed (+23529)
TIGAR	unnamed (+32370)
TIGD2	unnamed (+213675), unnamed (+358575)
TIGD6	unnamed (-34908), unnamed (-25708)
TIGIT	unnamed (+89223)
TIMELESS	unnamed (+23499), unnamed (+32149)
TIMM13	unnamed (-27356), unnamed (-25706)
TIMM23B	unnamed (-114633)
TIMM44	unnamed (-56755)
TIMMDC1	unnamed (+9868), unnamed (+18418), unnamed (+27643), unnamed (+40443), unnamed (+43393), unnamed (+56593), unnamed (+57543), unnamed (+57743), unnamed (+59693)
TIPARP	unnamed (-10245)
TIRAP	unnamed (+9565)
TKFC	unnamed (-10285)
TKT	unnamed (+22222), unnamed (+60672)
TLE1	unnamed (+35555)
TLE3	unnamed (-405049), unnamed (-338374), unnamed (-336724), unnamed (-222099), unnamed (-220999), unnamed (+14376), unnamed (+35851), unnamed (+60726), unnamed (+61676), unnamed (+116976), unnamed (+175676), unnamed (+217226)
TLE4	unnamed (-815440), unnamed (-802615)
TLE6	unnamed (+29)
TLK1	unnamed (+211708)
TLN2	unnamed (-337090), unnamed (+374360)
TLR10	unnamed (+23508)
TLR3	unnamed (+75873)
TM4SF20	unnamed (-7694)
TM7SF3	unnamed (+5519), unnamed (+42794), unnamed (+43594)
TM9SF2	unnamed (-175142), unnamed (+1508), unnamed (+3183), unnamed (+43608), unnamed (+47683), unnamed (+50483), unnamed (+50858)
