# GREAT version 4.0.4	Species assembly: hg38	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
A2ML1	unnamed (+5803), unnamed (+8528)
SLC35B3	unnamed (-59317), unnamed (+78308), unnamed (+82233), unnamed (+98333), unnamed (+165558), unnamed (+250783), unnamed (+252683), unnamed (+254483)
SLC35C1	unnamed (+9119), unnamed (+17194), unnamed (+18744), unnamed (+20569), unnamed (+21819), unnamed (+34944)
SLC35C2	unnamed (-6117), unnamed (+8558), unnamed (+22083)
SLC35D2	unnamed (+8047)
SLC35D3	unnamed (+23311), unnamed (+52186)
SLC35E2	unnamed (-19033), unnamed (-17908)
SLC35E2B	unnamed (+12569), unnamed (+18244)
SLC35F1	unnamed (+458424), unnamed (+627324)
SLC35F2	unnamed (+82313)
SLC35F5	unnamed (-94452), unnamed (-87077)
SLC35G3	unnamed (-25227), unnamed (-23877)
SLC35G4	unnamed (-91271), unnamed (-90296)
SLC35G6	unnamed (-10382)
SLC36A1	unnamed (+2504), unnamed (+50579)
SLC37A2	unnamed (+12464)
SLC37A3	unnamed (+9999), unnamed (+65199), unnamed (+92374), unnamed (+93224), unnamed (+201499), unnamed (+208899)
SLC38A1	unnamed (-27249), unnamed (-11199), unnamed (+195976)
SLC38A10	unnamed (-33820)
SLC38A2	unnamed (-176883), unnamed (-172658), unnamed (-151583), unnamed (+77917), unnamed (+93967)
SLC38A4	unnamed (+276247), unnamed (+280472), unnamed (+301547)
SLC39A10	unnamed (-325397), unnamed (-319347), unnamed (-317872), unnamed (-317247)
SLC39A11	unnamed (+358038)
SLC39A12	unnamed (-136039), unnamed (-131864), unnamed (-130689), unnamed (-129214), unnamed (-124064), unnamed (-121314), unnamed (-119489), unnamed (-115364), unnamed (-104089), unnamed (-100114), unnamed (-96589), unnamed (-93039), unnamed (-91289), unnamed (-87364), unnamed (-79264), unnamed (-39439), unnamed (-38239), unnamed (-33239), unnamed (-27439), unnamed (-25539), unnamed (-23914), unnamed (+686), unnamed (+35061), unnamed (+78461), unnamed (+84311), unnamed (+93961), unnamed (+99011), unnamed (+121736), unnamed (+124311), unnamed (+125161), unnamed (+144836), unnamed (+155286), unnamed (+156911)
SLC39A13	unnamed (-20554), unnamed (-19754)
SLC41A2	unnamed (-12170), unnamed (+199105)
SLC41A3	unnamed (+15004), unnamed (+19179), unnamed (+49279), unnamed (+59054)
SLC43A1	unnamed (+36811)
SLC43A2	unnamed (+58516), unnamed (+59066)
SLC44A1	unnamed (-262097)
SLC44A2	unnamed (+15642)
SLC44A5	unnamed (-61416)
SLC45A1	unnamed (+57574), unnamed (+293324), unnamed (+293774), unnamed (+368599), unnamed (+397199)
SLC45A4	unnamed (-23371), unnamed (-15121), unnamed (-13446)
SLC47A1	unnamed (-67629)
SLC47A2	unnamed (-11519), unnamed (-6794), unnamed (-4294), unnamed (+10481), unnamed (+13431), unnamed (+23256), unnamed (+35181), unnamed (+36806), unnamed (+43806), unnamed (+46181), unnamed (+46881), unnamed (+47856)
SLC4A11	unnamed (-129934)
SLC4A3	unnamed (+3210), unnamed (+3885)
SLC4A5	unnamed (+42193)
SLC4A8	unnamed (+55154), unnamed (+60404)
SLC51A	unnamed (+15396), unnamed (+20846), unnamed (+54471), unnamed (+62646)
SLC52A1	unnamed (-16043), unnamed (+22807)
SLC52A2	unnamed (+7532)
SLC5A10	unnamed (+3485), unnamed (+22760)
SLC5A11	unnamed (+72409), unnamed (+75434), unnamed (+114634), unnamed (+120809)
SLC5A3	unnamed (+57805), unnamed (+60530)
SLC5A5	unnamed (+10227)
SLC6A16	unnamed (+92725), unnamed (+94175), unnamed (+121775), unnamed (+138750)
SLC6A4	unnamed (+11018), unnamed (+28343)
SLC6A5	unnamed (-121900)
SLC6A6	unnamed (+49049), unnamed (+52574), unnamed (+59824), unnamed (+65449), unnamed (+123899)
SLC6A7	unnamed (+44968)
SLC7A1	unnamed (-155387), unnamed (-147312), unnamed (-137587), unnamed (+66438), unnamed (+108588), unnamed (+147388)
SLC7A11	unnamed (-738851)
SLC7A14	unnamed (+164374)
SLC7A5	unnamed (-58687)
SLC7A6	unnamed (-15935), unnamed (-10385), unnamed (-9760), unnamed (-4660)
SLC7A9	unnamed (+31866)
SLC8A2	unnamed (+28568)
SLC8B1	unnamed (+8355), unnamed (+11205), unnamed (+63030)
SLC9A1	unnamed (-37915), unnamed (-8940), unnamed (+11685), unnamed (+12535), unnamed (+13110), unnamed (+21785), unnamed (+49260)
SLC9A8	unnamed (-36838), unnamed (-35763), unnamed (+12437), unnamed (+21087)
SLC9A9	unnamed (+193281), unnamed (+221131), unnamed (+251406), unnamed (+256206), unnamed (+373956), unnamed (+405681), unnamed (+408806), unnamed (+412081), unnamed (+417156), unnamed (+534906), unnamed (+546231), unnamed (+587306), unnamed (+696131), unnamed (+720706)
SLC9C2	unnamed (+32419)
SLCO4A1	unnamed (-15345), unnamed (+14555), unnamed (+16380), unnamed (+48580), unnamed (+50105)
SLF2	unnamed (-23229)
SLFN12L	unnamed (-47918), unnamed (-46518)
SLFN14	unnamed (-2527), unnamed (+22323), unnamed (+23723)
SLFN5	unnamed (-24636), unnamed (-23286)
SLN	unnamed (-57182)
SLX4IP	unnamed (+227322)
SMAD2	unnamed (+22559), unnamed (+220909), unnamed (+253709), unnamed (+282784), unnamed (+352859), unnamed (+514484)
SMAD4	unnamed (+78012), unnamed (+101637), unnamed (+105112), unnamed (+106437), unnamed (+109812), unnamed (+112737), unnamed (+117837), unnamed (+119512), unnamed (+131637), unnamed (+133962), unnamed (+136512)
SMAD5	unnamed (-102645)
SMAD7	unnamed (-426664), unnamed (-47314), unnamed (+216861), unnamed (+218011), unnamed (+360611)
SMAD9	unnamed (+63072), unnamed (+69247)
SMAP1	unnamed (+56674)
SMARCA2	unnamed (+116980), unnamed (+169955)
SMARCA4	unnamed (+44599)
SMARCA5	unnamed (-170613), unnamed (-164338), unnamed (-163063), unnamed (-148413), unnamed (-145513), unnamed (-99463), unnamed (-97063), unnamed (-87963), unnamed (-9663)
SMARCB1	unnamed (+5987), unnamed (+36812)
SMARCC1	unnamed (+133842), unnamed (+145217), unnamed (+153392)
SMARCC2	unnamed (-23749), unnamed (-22399), unnamed (-20149)
SMARCE1	unnamed (+35958), unnamed (+36983), unnamed (+39083), unnamed (+41458), unnamed (+43358), unnamed (+58933), unnamed (+72583)
SMC1B	unnamed (+97342)
SMC3	unnamed (-29666), unnamed (-21166), unnamed (+43659), unnamed (+47659), unnamed (+50559)
SMC5	unnamed (+130438), unnamed (+145138)
SMC6	unnamed (+168853), unnamed (+175153)
SMCHD1	unnamed (-31288), unnamed (-29538), unnamed (-10088), unnamed (-9138), unnamed (+16487)
SMCO1	unnamed (-22209)
SMCO4	unnamed (+32608)
SMG1	unnamed (-34171)
SMG7	unnamed (+96947)
SMIM1	unnamed (-92938), unnamed (+5962)
SMIM15	unnamed (-110026)
SMIM18	unnamed (-219025), unnamed (-89100), unnamed (-68825)
SMIM20	unnamed (+137021), unnamed (+147571), unnamed (+158796), unnamed (+164096), unnamed (+179871), unnamed (+197346), unnamed (+211296), unnamed (+213321), unnamed (+219971), unnamed (+222046), unnamed (+223071), unnamed (+224296), unnamed (+226396), unnamed (+229171), unnamed (+231821), unnamed (+232996), unnamed (+235696), unnamed (+237746), unnamed (+240621), unnamed (+247421), unnamed (+261746), unnamed (+303021), unnamed (+359121)
SMIM22	unnamed (-5922)
SMIM23	unnamed (-362391)
SMIM29	unnamed (-121917), unnamed (-92892), unnamed (-78817), unnamed (-63267)
SMIM8	unnamed (-41863)
SMNDC1	unnamed (-183174), unnamed (-182549), unnamed (-181849), unnamed (-142324), unnamed (-136174), unnamed (-127274), unnamed (-117524), unnamed (-96599), unnamed (-90324), unnamed (-84799), unnamed (-76999), unnamed (-59324), unnamed (-13574), unnamed (+31976)
SMTNL1	unnamed (+14484)
SMU1	unnamed (-37266), unnamed (-36766), unnamed (-9241)
SMUG1	unnamed (+72669), unnamed (+80669), unnamed (+111069)
SMURF1	unnamed (+210425), unnamed (+211900)
SMYD4	unnamed (+37831), unnamed (+39156), unnamed (+40306), unnamed (+48656), unnamed (+49531), unnamed (+56156), unnamed (+62731), unnamed (+63981)
SNAI1	unnamed (+73826), unnamed (+93776), unnamed (+95201)
SNAI3	unnamed (-3607), unnamed (+6993)
SNAP29	unnamed (+51392)
SNAP47	unnamed (-137671), unnamed (-130546)
SNAPC5	unnamed (+21138), unnamed (+24363), unnamed (+27113), unnamed (+31213), unnamed (+32788), unnamed (+64163), unnamed (+102038)
SNAPIN	unnamed (-11129), unnamed (-9129)
SNCAIP	unnamed (-158207)
SND1	unnamed (+205295), unnamed (+229420), unnamed (+229920)
SNED1	unnamed (-8613)
SNF8	unnamed (-9608), unnamed (-7108), unnamed (+16817)
SNHG28	unnamed (+25672), unnamed (+27422)
SNN	unnamed (-71214), unnamed (-59439), unnamed (-35439), unnamed (-27914), unnamed (+29036), unnamed (+31736), unnamed (+32861), unnamed (+41486)
SNRNP200	unnamed (-12335)
SNRNP35	unnamed (-15673), unnamed (-12223), unnamed (-9773), unnamed (+14377), unnamed (+17552), unnamed (+19452), unnamed (+21002), unnamed (+21802), unnamed (+23727), unnamed (+25602)
SNRNP48	unnamed (+47401)
SNRNP70	unnamed (+21377)
SNRPC	unnamed (-47756), unnamed (-6206), unnamed (-2981)
SNRPE	unnamed (-41765), unnamed (-37015)
SNTA1	unnamed (-17483), unnamed (-16308)
SNTB2	unnamed (-28629), unnamed (-20629)
SNU13	unnamed (+15656)
SNUPN	unnamed (+41363)
SNX10	unnamed (+224680)
SNX11	unnamed (+33667), unnamed (+34592), unnamed (+36217), unnamed (+192367), unnamed (+211142), unnamed (+249742), unnamed (+252167), unnamed (+258967), unnamed (+262942), unnamed (+265217), unnamed (+271092), unnamed (+303342), unnamed (+303792), unnamed (+311992), unnamed (+316692), unnamed (+317167)
SNX18	unnamed (-25240), unnamed (+18285), unnamed (+25110), unnamed (+31710), unnamed (+35860), unnamed (+56860), unnamed (+64185), unnamed (+84410), unnamed (+176210), unnamed (+177010), unnamed (+178785), unnamed (+190210), unnamed (+200785), unnamed (+202410), unnamed (+244285), unnamed (+258785), unnamed (+261160), unnamed (+274285), unnamed (+284035), unnamed (+284585), unnamed (+285985), unnamed (+287185), unnamed (+312560), unnamed (+314035), unnamed (+318285), unnamed (+320510), unnamed (+321960), unnamed (+323335), unnamed (+324810)
SNX19	unnamed (+34084)
SNX20	unnamed (-6173), unnamed (+36477), unnamed (+57202), unnamed (+62152), unnamed (+64127), unnamed (+67602), unnamed (+77877), unnamed (+81777), unnamed (+88952), unnamed (+89852)
SNX24	unnamed (+70251)
SNX25	unnamed (-16387)
SNX29	unnamed (-3963), unnamed (+23337), unnamed (+248337), unnamed (+288337), unnamed (+295437), unnamed (+309162), unnamed (+311512), unnamed (+317187), unnamed (+318662), unnamed (+321612), unnamed (+327412), unnamed (+329362), unnamed (+330212), unnamed (+331687), unnamed (+342087), unnamed (+347837), unnamed (+361187), unnamed (+362937), unnamed (+365037), unnamed (+373562), unnamed (+379412), unnamed (+380187), unnamed (+430562), unnamed (+484387), unnamed (+573087), unnamed (+576412), unnamed (+582437), unnamed (+764212)
SNX30	unnamed (-3013)
SNX31	unnamed (-40610), unnamed (-27360), unnamed (-26335)
SNX32	unnamed (-31466), unnamed (-29641)
SNX4	unnamed (-27778), unnamed (+4497)
SNX8	unnamed (+56214), unnamed (+59264), unnamed (+62739)
SNX9	unnamed (-127789), unnamed (-123164), unnamed (-70714), unnamed (+28161), unnamed (+51136), unnamed (+52111), unnamed (+64411), unnamed (+68261), unnamed (+69436), unnamed (+84161)
SOAT2	unnamed (+9782), unnamed (+11282)
SOBP	unnamed (+156242), unnamed (+173167)
SOCS1	unnamed (+164279), unnamed (+165279), unnamed (+166204), unnamed (+192404), unnamed (+194804)
SOCS5	unnamed (+45148), unnamed (+115473), unnamed (+139223)
SOD1	unnamed (+25878)
SOGA1	unnamed (-44464), unnamed (-10639), unnamed (-8089)
SORBS3	unnamed (-74945)
SORCS1	unnamed (+226734), unnamed (+229959), unnamed (+234459), unnamed (+246359)
SORD	unnamed (-23279)
SORL1	unnamed (+170522)
SORT1	unnamed (+8276)
SOS1	unnamed (-97374), unnamed (-59674), unnamed (-58499), unnamed (-50924), unnamed (-49974), unnamed (-46199), unnamed (+127851)
SOS2	unnamed (-2242)
SOSTDC1	unnamed (-146001)
SOX13	unnamed (+75121)
SOX17	unnamed (-300135), unnamed (-246560), unnamed (-230760), unnamed (-225960), unnamed (-224485)
SOX18	unnamed (+35741)
SOX21	unnamed (-586501), unnamed (-565801), unnamed (+44649)
SOX9	unnamed (+613630)
SP2	unnamed (-6200)
SP4	unnamed (-91584), unnamed (-82859), unnamed (-19934), unnamed (-17684), unnamed (-13609), unnamed (-12459), unnamed (-11459), unnamed (-10334), unnamed (+14841), unnamed (+19491), unnamed (+23616), unnamed (+33241), unnamed (+34116), unnamed (+87666)
SP6	unnamed (-38757)
SP8	unnamed (-630814), unnamed (-629689), unnamed (-628689), unnamed (-627539), unnamed (-623464), unnamed (-621214), unnamed (-558289), unnamed (-549564)
SPACA1	unnamed (-330339), unnamed (-309239), unnamed (-308314), unnamed (-303089), unnamed (-287389)
SPACA9	unnamed (-4902)
SPAG1	unnamed (+77072), unnamed (+79322)
SPAG17	unnamed (-788452), unnamed (-781127), unnamed (-681252), unnamed (-379227), unnamed (-147927)
SPAG4	unnamed (-54442), unnamed (-53917), unnamed (-9917), unnamed (-6567), unnamed (-2142), unnamed (+27683)
SPAG9	unnamed (+13415), unnamed (+21840), unnamed (+34465)
SPARC	unnamed (-66785), unnamed (-64085), unnamed (-60410), unnamed (-55060), unnamed (+8815)
SPATA13	unnamed (+164520), unnamed (+246370), unnamed (+250720), unnamed (+251245), unnamed (+254945), unnamed (+299970)
SPATA18	unnamed (+537469), unnamed (+584894)
SPATA2	unnamed (+79939), unnamed (+88589)
SPATA21	unnamed (+40124)
SPATA24	unnamed (-10282)
SPATA31A6	unnamed (+252691), unnamed (+955891)
SPATA31D1	unnamed (+70028), unnamed (+126003), unnamed (+128478), unnamed (+135828), unnamed (+141353), unnamed (+142053), unnamed (+158278), unnamed (+179228), unnamed (+183153), unnamed (+193578), unnamed (+203678), unnamed (+374678), unnamed (+500003), unnamed (+612378)
SPATA31D4	unnamed (-172289), unnamed (-170689), unnamed (-168339), unnamed (-106939), unnamed (-94664)
SPATA32	unnamed (-21838), unnamed (-15113), unnamed (-8738), unnamed (-8038), unnamed (+8987)
SPATA33	unnamed (-5654)
SPATA5	unnamed (+320976)
SPATC1	unnamed (-16189)
SPATS2	unnamed (+120285)
SPATS2L	unnamed (+7325), unnamed (+20850), unnamed (+69650), unnamed (+73350), unnamed (+94875), unnamed (+136050), unnamed (+137450), unnamed (+139275), unnamed (+144375), unnamed (+156325), unnamed (+160800)
SPDEF	unnamed (-74611), unnamed (-61236), unnamed (-34536)
SPDYE3	unnamed (-64852), unnamed (-38202), unnamed (-37527)
SPDYE5	unnamed (+15125), unnamed (+167550)
SPECC1	unnamed (+119028), unnamed (+335128)
SPEG	unnamed (+23579)
SPEN	unnamed (-8489), unnamed (-7089), unnamed (+49236), unnamed (+49836), unnamed (+57136), unnamed (+59036), unnamed (+90386), unnamed (+90686), unnamed (+95086), unnamed (+97836), unnamed (+98486), unnamed (+107511), unnamed (+109136), unnamed (+111286)
SPG7	unnamed (+41622)
SPHAR	unnamed (-10407), unnamed (+22218)
SPI1	unnamed (-10484), unnamed (-9684)
SPIC	unnamed (+22929)
SPINK4	unnamed (-67664), unnamed (-62214), unnamed (-53464), unnamed (-49289), unnamed (-11289)
SPINK9	unnamed (+7841)
SPIRE2	unnamed (+28367)
SPN	unnamed (-20119)
SPNS3	unnamed (-53163)
SPOCK2	unnamed (-21652), unnamed (-7477), unnamed (-3127), unnamed (-2077), unnamed (+4273), unnamed (+5848), unnamed (+26573), unnamed (+28548), unnamed (+32998), unnamed (+49023), unnamed (+54398), unnamed (+81598), unnamed (+83123), unnamed (+85948), unnamed (+90673), unnamed (+92598), unnamed (+99298), unnamed (+102523), unnamed (+105048), unnamed (+106248), unnamed (+107698), unnamed (+113848), unnamed (+116173), unnamed (+116873), unnamed (+117473)
SPON1	unnamed (+284836)
SPON2	unnamed (+31737), unnamed (+52587), unnamed (+55212)
SPP2	unnamed (+249826), unnamed (+250176), unnamed (+280651), unnamed (+401976), unnamed (+428076)
SPPL2A	unnamed (+10058), unnamed (+70783)
SPPL3	unnamed (+83521)
SPRED2	unnamed (-177798), unnamed (-169748)
SPRY1	unnamed (-152745)
SPRY2	unnamed (-444516), unnamed (-421266), unnamed (-316491), unnamed (-315916), unnamed (-220541), unnamed (-177741), unnamed (-139641), unnamed (-138441), unnamed (-130491), unnamed (-129541), unnamed (-112116), unnamed (-85641), unnamed (-80266), unnamed (-70141), unnamed (-69341), unnamed (-68616), unnamed (-67416), unnamed (-66066), unnamed (-58166), unnamed (-22366), unnamed (-9166), unnamed (-7266)
SPRY4	unnamed (+197051), unnamed (+213001)
SPSB1	unnamed (+234045)
SPSB2	unnamed (-14439)
SPSB4	unnamed (+24923)
SPTAN1	unnamed (-2390), unnamed (+96560)
SPTBN1	unnamed (+218640)
SPTBN2	unnamed (-691), unnamed (+11709), unnamed (+32509)
SPTBN4	unnamed (+47709)
SPTBN5	unnamed (+33827)
SPTY2D1	unnamed (+18793)
SPTY2D1-AS1	unnamed (+15913)
SPZ1	unnamed (-48700), unnamed (-35250), unnamed (-17025)
SQOR	unnamed (+485735), unnamed (+661785), unnamed (+664485)
SQSTM1	unnamed (+7041), unnamed (+19491), unnamed (+29891), unnamed (+35041)
SRC	unnamed (+92746), unnamed (+148646)
SRCIN1	unnamed (+115855)
SRD5A1	unnamed (+25857), unnamed (+71232), unnamed (+72782), unnamed (+74507)
SREBF1	unnamed (+75737), unnamed (+76637)
SRF	unnamed (-87724), unnamed (-44099)
SRGAP3	unnamed (+1854), unnamed (+21004), unnamed (+22554), unnamed (+24129), unnamed (+35954), unnamed (+42904), unnamed (+45729), unnamed (+67754), unnamed (+71079), unnamed (+76204), unnamed (+82154), unnamed (+83729), unnamed (+139529), unnamed (+148554), unnamed (+161029), unnamed (+168154), unnamed (+211804), unnamed (+266404), unnamed (+267129)
SRGN	unnamed (-40818), unnamed (-37118), unnamed (-34243), unnamed (-32318), unnamed (-31368), unnamed (-29718), unnamed (-27268), unnamed (-23193), unnamed (-14543), unnamed (-2968), unnamed (+7032), unnamed (+8832), unnamed (+13482)
SRM	unnamed (-3126)
SRP14	unnamed (-46887), unnamed (-21337), unnamed (-20762), unnamed (-12187)
SRP54	unnamed (-99532)
SRP68	unnamed (+6553), unnamed (+7178), unnamed (+9453)
SRPK2	unnamed (-54706), unnamed (-50531), unnamed (-46756), unnamed (-31656), unnamed (-30481), unnamed (+235169), unnamed (+261144)
SRR	unnamed (-234004), unnamed (-227079), unnamed (-226604), unnamed (-146479), unnamed (-44929), unnamed (-38804)
SRRM1	unnamed (+72338)
SRSF2	unnamed (-15392)
SRSF3	unnamed (+58107)
SRSF5	unnamed (+64875)
SRSF7	unnamed (+11144), unnamed (+51294)
SS18	unnamed (+557525)
SS18L2	unnamed (-76965), unnamed (-74515), unnamed (-73815), unnamed (-70665), unnamed (-55640), unnamed (-52865), unnamed (-25515)
SSBP2	unnamed (-159872), unnamed (-155972)
SSBP3	unnamed (+93369), unnamed (+133469)
SSC5D	unnamed (-967)
SSH2	unnamed (+245743)
SSR1	unnamed (+164357), unnamed (+191132)
SSR3	unnamed (-103601), unnamed (-102826), unnamed (-71001)
SSTR3	unnamed (-928), unnamed (+97), unnamed (+8272), unnamed (+17522)
ST14	unnamed (-14787), unnamed (-2387), unnamed (+32488), unnamed (+46588)
ST18	unnamed (+33793), unnamed (+66668), unnamed (+71993)
ST3GAL1	unnamed (-950350), unnamed (-883875), unnamed (-745750), unnamed (+92700), unnamed (+95600), unnamed (+101975), unnamed (+115125), unnamed (+116775)
ST3GAL3	unnamed (-34358), unnamed (-33683), unnamed (+76267), unnamed (+92817), unnamed (+131017), unnamed (+146517)
ST3GAL4	unnamed (-93332)
ST3GAL5	unnamed (-192695), unnamed (-184945), unnamed (-180145), unnamed (-167170), unnamed (-153345), unnamed (-151820), unnamed (-143620), unnamed (-139820), unnamed (-136695), unnamed (-135970), unnamed (-134995), unnamed (-131920), unnamed (-130295), unnamed (-36595), unnamed (-19045), unnamed (-2595), unnamed (+6030), unnamed (+16630), unnamed (+17705), unnamed (+20255), unnamed (+20605), unnamed (+29230), unnamed (+30755), unnamed (+42855), unnamed (+49305), unnamed (+60405)
ST6GAL1	unnamed (+144915)
ST6GALNAC2	unnamed (+13353)
ST6GALNAC6	unnamed (+11471), unnamed (+15946)
ST8SIA2	unnamed (+230897), unnamed (+244547), unnamed (+250422), unnamed (+260047)
ST8SIA5	unnamed (+181934), unnamed (+183059)
ST8SIA6	unnamed (-161720), unnamed (-157295), unnamed (-153945), unnamed (-7020), unnamed (-5870), unnamed (+219905)
STAB2	unnamed (-274823)
STAC2	unnamed (-168553), unnamed (-165003), unnamed (-150303), unnamed (-138753), unnamed (-133303), unnamed (-86353), unnamed (-84528), unnamed (-82803), unnamed (-78103), unnamed (-75553), unnamed (-73978), unnamed (-69378), unnamed (-68478), unnamed (-63628), unnamed (-61828), unnamed (-11953)
STAG1	unnamed (+144943)
STAM	unnamed (-11700), unnamed (+5675), unnamed (+6850), unnamed (+16575), unnamed (+22700), unnamed (+29775), unnamed (+31225), unnamed (+42325)
STAMBP	unnamed (+57130), unnamed (+57805)
STAMBPL1	unnamed (+64116), unnamed (+66791)
STAP1	unnamed (+50097)
STARD13	unnamed (-7195), unnamed (+77780), unnamed (+102230), unnamed (+103105), unnamed (+162855), unnamed (+170130), unnamed (+171255), unnamed (+171755), unnamed (+172330), unnamed (+172880), unnamed (+198630), unnamed (+199805), unnamed (+206555), unnamed (+215380)
