A.intersect.value	CLL.A34023.CEMT_4.H3K36me3.hg38.bwa-sb.IX2824.C3YJAACXX_6_ACTCTC.FindER2.bed.remDups.bed.intersect.value	CLL.A34039.CEMT_5.H3K36me3.hg38.bwa-sb.IX2845.C4C9JACXX_3_AGCGCT.FindER2.bed.remDups.bed.intersect.value	CLL.A34078.CEMT_6.H3K36me3.hg38.bwa-sb.IX2845.C4C9JACXX_3_AGTTCC.FindER2.bed.remDups.bed.intersect.value	CLL.A34942.CEMT_26.H3K36me3.hg38.bwa-sb.IX2652.C3TC1ACXX_2_ACTCTC.FindER2.bed.remDups.bed.intersect.value	CLL.A34949.CEMT_27.H3K36me3.hg38.bwa-sb.IX2824.C3YJAACXX_6_AGCGCT.FindER2.bed.remDups.bed.intersect.value	CLL.A34956.CEMT_28.H3K36me3.hg38.bwa-sb.IX2824.C3YJAACXX_6_AGTTCC.FindER2.bed.remDups.bed.intersect.value	CLL.A34963.CEMT_29.H3K36me3.hg38.bwa-sb.IX2824.C3YJAACXX_6_CCACGC.FindER2.bed.remDups.bed.intersect.value	CLL.A35240.CEMT_25.H3K36me3.hg38.bwa-sb.IX2652.C3TC1ACXX_2_GCACTT.FindER2.bed.remDups.bed.intersect.value	CLL.A35247.CEMT_30.H3K36me3.hg38.bwa-sb.IX2824.C3YJAACXX_6_GGCTAC.FindER2.bed.remDups.bed.intersect.value	CLL.A60647.CEMT_94.H3K36me3.hg38.bwa-sb.IX4417.C9587ANXX_2_AGCGCT.FindER2.bed.remDups.bed.intersect.value	CLL.A60654.CEMT_95.H3K36me3.hg38.bwa-sb.IX4417.C9587ANXX_2_AGTTCC.FindER2.bed.remDups.bed.intersect.value	CLL.A60661.CEMT_96.H3K36me3.hg38.bwa-sb.IX4417.C9587ANXX_2_CCACGC.FindER2.bed.remDups.bed.intersect.value	CLL.A60666.CEMT_97.H3K36me3.hg38.bwa-sb.IX4419.C9587ANXX_4_ATGTCA.FindER2.bed.remDups.bed.intersect.value	EGAN00001091882_EGAX00001135678_EGAR00001139764_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001091897_EGAX00001135685_EGAR00001139767_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001095818_EGAX00001133241_EGAR00001137327_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107643_EGAX00001215952_EGAR00001228603_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107668_EGAX00001171934_EGAR00001185148_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001173679_EGAX00001133248_EGAR00001137335_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202786_EGAX00001323204_EGAR00001352516_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202787_EGAX00001291868_EGAR00001320595_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202788_EGAX00001323211_EGAR00001352511_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202789_EGAX00001291885_EGAR00001320546_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001235813_EGAX00001323208_EGAR00001352512_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001258588_EGAX00001326464_EGAR00001355737_csMBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265738_EGAX00001272587_EGAR00001300134_PBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265740_EGAX00001272615_EGAR00001300042_GCBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265741_EGAX00001272623_EGAR00001300050_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265742_EGAX00001272638_EGAR00001300127_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265743_EGAX00001272667_merged3runs_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265744_EGAX00001272688_EGAR00001300081_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265747_EGAX00001272657_EGAR00001300004_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265748_EGAX00001272663_EGAR00001300010_PBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265749_EGAX00001272652_EGAR00001299999_GCBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265750_EGAX00001272583_EGAR00001300071_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001276797_EGAX00001304986_EGAR00001334469_GCBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001276798_EGAX00001304994_EGAR00001334419_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277490_EGAX00001326453_EGAR00001355726_csMBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277491_EGAX00001305063_EGAR00001334390_csMBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277492_EGAX00001305082_EGAR00001334361_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295795_EGAX00001326624_EGAR00001355770_PBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295796_EGAX00001326575_EGAR00001355825_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295801_EGAX00001326601_EGAR00001355747_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295815_EGAX00001326483_EGAR00001355810_usMBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	GCBC.A68890.CEMT_129.H3K36me3.hg38.bwa-sb.IX5127.CAVYBANXX_5_ATCCTA.FindER2.bed.remDups.bed.intersect.value	GCBC.A70852.CEMT_134.H3K36me3.hg38.IX5208.CAVPBANXX_1_ACAGTG.FindER2.bed.remDups.bed.intersect.value	GCBC.A70859.CEMT_135.H3K36me3.hg38.A70859_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	GCBC.A70866.CEMT_136.H3K36me3.hg38.IX5211.CAVPBANXX_4_ACTGAT.FindER2.bed.remDups.bed.intersect.value	GCBC.A70873.CEMT_137.H3K36me3.hg38.IX5212.CAVPBANXX_5_ATCCTA.FindER2.bed.remDups.bed.intersect.value	GCBC.A70880.CEMT_138.H3K36me3.hg38.IX5214.CAVPBANXX_7_CACTCA.FindER2.bed.remDups.bed.intersect.value
chr5_132200150_132200650	0	0	0	0	0	0	500	0	325	0	0	0	0	0	0	0	0	0	0	0	500	0	0	0	0	475	0	0	0	0	0	0	500	250	0	0	0	0	0	0	475	0	0	250	175	0	0	0	0	0
chr5_132203250_132203750	0	0	0	300	0	0	500	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	500	0	0	0	0	0	0	500	500	0	125	0	0	0	0	500	0	500	0	0	0	0	0	0	0
chr5_132212200_132212850	0	0	0	0	0	0	650	0	0	375	0	0	0	0	0	300	75	200	0	0	425	0	0	0	0	650	650	225	0	0	0	0	650	650	0	300	0	0	0	0	650	0	0	0	0	0	0	0	0	0
chr5_132213100_132213450	0	0	0	0	0	0	350	0	0	50	0	0	0	0	350	0	0	0	0	0	225	0	0	0	0	350	350	50	0	0	0	150	350	350	0	350	0	0	0	0	350	0	350	0	0	0	0	0	0	0
chr5_132215100_132215650	0	0	0	0	0	0	525	0	0	375	0	0	0	0	0	0	0	0	0	0	325	225	0	0	0	525	0	75	0	0	0	0	550	550	0	550	0	0	0	0	550	525	0	0	0	0	0	0	0	0
chr5_132217350_132219000	0	1650	0	675	0	675	1650	0	525	300	150	0	0	900	0	525	0	0	0	0	750	0	0	0	0	1650	1650	450	0	0	0	0	1650	1650	0	525	0	0	0	0	1650	0	75	0	0	0	0	0	0	0
chr5_132220200_132220500	0	0	0	0	0	0	300	0	0	300	225	0	0	0	0	0	0	0	0	0	225	0	0	0	0	300	0	0	0	0	0	0	300	0	0	225	0	300	0	225	300	0	75	0	0	0	0	0	0	0
chr5_132656100_132656500	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	175	325	0	0	400	0	0	0	0	0	0	375	0	0	0	325	0	0	0	400	400	0	0	0	0	0	0	0	375
chr5_132825450_132825900	0	0	0	0	0	0	0	0	0	450	0	0	0	0	0	375	0	0	0	0	0	450	0	0	375	450	0	0	0	0	0	0	450	0	0	450	0	0	450	0	450	450	0	0	0	0	0	0	0	0
chr5_135911150_135911500	0	0	0	0	0	0	0	0	0	325	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	325	0	0	0	250	0	0	325	0	0	0	0	0	0	0	350	0	0	0	0	0	0	0	0	0
chr5_138283950_138284300	200	0	275	200	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	350	0	0	0	0	0	350	350	0	350	0	0	0	0	350	0	0	0	350	275	0	350	350	0
chr5_138286650_138287800	0	0	525	0	0	0	75	0	0	375	0	0	0	0	0	75	300	375	0	450	0	0	900	75	0	1150	1150	0	0	0	0	0	1150	1150	150	1150	0	0	0	0	1125	0	0	0	1150	1150	675	1150	1150	1150
chr5_138302850_138304500	75	600	300	150	0	0	0	150	150	525	825	375	0	0	0	0	0	525	0	150	0	0	0	450	0	1200	1650	0	0	0	0	0	1650	1650	0	1650	0	0	0	0	1650	0	0	0	1650	1200	1050	1650	1650	1650
chr5_138304750_138304900	0	0	0	150	0	0	0	0	0	50	125	0	0	150	0	0	0	0	0	125	0	0	0	0	0	150	150	0	0	0	0	0	150	150	50	150	0	0	0	0	125	0	0	0	150	0	0	150	150	150
chr5_138315600_138315950	0	0	0	0	0	0	0	0	0	350	125	0	0	50	0	0	0	50	0	0	200	0	350	0	0	350	350	0	0	0	0	0	350	350	0	350	0	0	0	0	350	0	0	0	350	350	300	350	350	350
chr5_138317100_138317850	750	75	0	750	375	75	750	0	600	0	0	0	0	225	0	375	0	300	0	0	0	300	0	0	0	750	750	0	0	0	0	0	750	750	0	750	0	0	0	0	750	0	0	0	750	750	750	750	750	750
chr5_138319500_138319900	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	400	400	0	0	0	0	0	400	400	0	400	0	0	0	0	375	0	0	0	400	400	400	400	400	400
chr5_138323350_138323650	300	300	0	0	0	0	300	0	50	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	300	300	0	0	0	0	0	300	300	0	300	0	0	0	0	275	0	0	0	300	0	300	300	300	0
chr5_138326200_138326400	0	0	0	0	0	0	50	0	200	0	0	0	0	125	0	0	0	200	0	0	0	0	0	0	0	200	200	0	0	0	0	0	200	200	0	200	0	0	0	0	200	0	0	0	200	200	200	200	200	200
chr5_138328250_138329500	25	525	0	25	0	0	0	0	300	0	0	0	0	0	0	0	0	375	0	0	0	0	0	0	0	1250	1250	0	0	0	0	0	1250	1250	0	1250	0	0	0	0	1200	0	0	0	1250	775	1250	1250	1250	1250
chr5_138445350_138445950	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	150	0	0	0	0	150	0	525	0	0	600	0	0	0	0	0	0	600	0	0	300	0	0	0	0	600	600	0	375	0	0	0	0	0	0
chr5_139389150_139389850	0	0	0	0	0	0	0	0	0	475	0	0	0	0	0	0	400	375	0	0	525	0	0	0	0	700	525	0	0	0	0	225	700	700	0	700	0	0	0	0	675	0	0	0	0	0	0	600	0	0
chr5_139472700_139473150	0	0	0	0	0	0	0	0	0	0	0	0	0	375	0	0	0	0	0	0	0	75	0	0	75	450	0	0	0	300	0	0	450	0	0	0	0	0	75	0	450	0	0	0	0	0	0	0	0	0
chr5_141946250_141946800	0	0	250	0	0	0	0	0	0	0	250	0	0	0	0	0	525	0	0	0	550	150	0	0	0	550	0	0	0	0	0	0	550	0	75	0	0	375	25	0	525	0	550	550	0	0	0	0	0	0
chr5_149581200_149581800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	600	0	0	0	0	0	375	600	0	0	0	0	0	450	0	600	525	375	0	0	0	0	0	0	0
chr5_149731500_149732050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	550	0	550	0	550	550	0	150	0	0	0	0	550	550	0	0	100	475	550	0	525	550	325	550	0	0	0	0	0	0
chr5_154688400_154688700	300	0	0	300	300	300	0	150	75	0	0	0	0	0	0	300	0	0	0	0	150	0	0	0	0	300	300	0	0	0	0	0	300	300	0	300	0	0	0	0	300	0	0	0	300	0	0	0	0	0
chr5_154703100_154703850	0	450	0	600	525	0	0	0	0	0	0	0	0	0	0	0	0	525	0	0	750	0	0	0	0	750	750	0	0	0	0	0	750	750	0	750	0	0	0	0	750	0	0	0	600	0	0	75	0	0
chr5_154712100_154712450	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	300	0	0	0	350	350	0	0	0	0	0	350	350	0	350	0	0	0	0	350	0	0	0	350	0	0	0	300	350
chr5_154717900_154718300	0	0	0	400	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	350	0	0	0	400	400	0	0	0	0	0	400	400	0	400	0	0	0	0	400	0	0	0	400	0	0	275	50	0
chr5_154729750_154730300	0	125	0	275	0	50	0	350	200	0	0	0	0	0	0	0	0	0	0	0	350	450	500	0	0	550	550	0	0	0	0	0	550	550	0	550	0	0	0	0	550	200	0	0	500	275	0	425	425	125
chr5_154738650_154739550	0	150	0	900	300	0	0	0	150	0	0	0	0	225	0	0	0	0	675	0	150	0	0	0	0	900	225	0	0	0	0	0	900	900	0	900	0	0	0	150	900	0	0	0	675	0	0	150	525	0
chr5_154745150_154745750	0	0	350	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	375	0	600	600	0	0	0	0	0	600	600	0	600	0	0	0	0	575	0	0	0	425	0	0	0	300	0
chr5_154747850_154748250	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	150	0	0	0	0	0	400	400	0	400	0	0	0	0	400	0	0	0	225	0	0	0	0	150
chr5_157245650_157246050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	400	375	400	0	0	400	400	0	0	0	0	0	400	400	0	400	0	0	0	0	375	400	0	0	400	0	0	400	25	100
chr5_158361600_158362350	0	0	0	300	0	0	0	0	0	600	0	0	0	75	0	225	0	375	0	0	0	375	0	0	0	750	0	0	0	0	0	525	750	0	0	0	0	0	0	300	750	0	0	0	0	0	0	0	0	0
chr5_158368800_158369700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	0	600	0	0	0	675	0	0	0	900	0	375	0	0	0	300	900	0	0	0	0	0	0	0	900	0	0	0	0	0	0	0	0	0
chr5_161548650_161549100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	0	0	0	0	0	0	0	300	0	450	0	0	0	0	0	0	450	0	0	0	0	0	0	0	450	0	0	0	0	0	450	0	0	0
chr5_163472700_163474200	0	0	0	0	0	0	0	0	0	375	0	450	0	300	975	0	0	0	1125	600	75	75	0	450	0	1500	1500	300	0	0	0	300	1500	1500	0	1500	0	0	0	0	1500	225	0	0	1500	1500	1500	1500	1500	1500
chr5_163474800_163475400	0	0	0	0	0	0	0	0	0	0	0	600	0	0	0	0	0	0	450	375	300	375	0	0	0	600	600	0	0	0	300	375	600	600	0	600	0	0	0	150	600	300	0	0	600	600	600	600	600	600
chr5_163477500_163478600	0	0	0	0	0	0	0	0	0	0	0	650	50	300	0	0	0	0	0	600	125	575	0	0	0	1100	1100	0	0	0	0	0	1100	1100	200	1100	0	0	0	0	1100	0	0	0	1100	1100	1100	1100	1100	1100
chr5_163479900_163480750	0	0	0	0	0	0	0	0	0	0	0	475	0	625	0	300	0	0	250	0	75	300	0	0	0	850	850	0	0	0	0	0	850	850	0	850	0	0	0	150	825	75	450	0	850	850	850	850	850	850
chr5_163483000_163484050	0	0	0	0	0	0	0	0	0	0	0	0	0	300	350	0	0	125	125	0	0	500	0	0	0	1050	1050	0	375	0	0	0	1050	1050	0	1050	0	0	0	0	1025	0	0	0	1050	1050	1050	1050	1050	1050
chr5_163484750_163486050	0	0	0	0	0	0	0	0	0	0	0	825	0	0	100	975	0	0	625	525	250	1125	375	0	0	1300	1300	0	0	0	0	750	1300	1300	825	1300	0	0	0	0	1275	0	0	0	1300	1300	1300	1300	1300	1300
chr5_163488200_163488800	0	0	50	0	0	0	500	0	0	200	0	0	0	0	0	450	0	0	0	0	600	100	250	25	0	600	600	0	0	0	0	0	600	600	0	600	0	0	0	0	575	0	0	0	600	600	600	600	600	600
chr5_163490100_163491150	0	0	0	0	0	0	0	0	0	0	0	750	600	0	750	75	0	0	0	0	1050	225	150	0	0	1050	1050	0	0	0	0	0	1050	1050	1050	1050	0	0	0	75	1050	0	150	0	1050	1050	1050	1050	1050	1050
chr5_170176650_170177200	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	550	0	0	0	0	375	450	0	0	0	550	0	0	0	0	0	0	525	0	0	0	300	0	0	0	550	0	0	0	0	0	0	0	0	0
chr5_170276800_170277300	500	425	425	500	200	500	0	200	500	500	500	500	500	0	0	0	0	0	0	0	500	0	50	450	0	500	0	0	275	0	0	0	500	0	350	0	0	0	0	0	500	275	0	0	0	0	0	0	0	0
chr5_170300750_170301250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	500	475	250	0	0	0	500	0	0	0	0	0	450	475	0	0	0	0	500	0	250	450	0	0	0	0	0	0	0	0	0
chr5_170862150_170862550	0	0	0	0	0	0	0	0	0	400	325	0	0	175	0	400	0	0	0	0	0	0	0	0	0	400	0	0	0	225	0	400	375	0	0	0	0	0	0	0	400	375	400	0	0	0	400	0	0	0
chr5_172641350_172641750	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0	0	0	400	0	0	0	0	0	0	150	400	0	0	0	0	0	400	400	0	0	0	0	100	0	0	375	0	0	175	0	0	0	0	0	0
chr5_172820400_172820800	0	0	0	0	0	0	0	0	0	400	375	0	0	0	325	0	0	175	0	100	0	0	0	0	0	375	0	0	0	0	0	300	400	0	0	0	0	0	0	0	375	0	0	0	0	0	0	0	0	0
chr5_173317350_173317950	0	0	0	0	0	0	0	0	0	600	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	600	0	0	0	0	0	0	600	300	0	450	0	0	0	0	600	0	0	0	0	0	0	0	0	0
chr5_173658150_173658750	0	0	0	0	0	0	0	0	0	150	0	0	0	225	225	150	0	0	0	75	150	0	375	0	0	600	0	0	0	0	0	0	600	0	0	0	0	0	150	0	600	0	0	0	0	0	0	0	0	0
chr5_173659800_173660400	0	0	0	0	0	0	0	0	0	225	600	525	0	450	0	0	0	75	0	0	75	75	0	0	0	600	0	0	0	0	0	150	600	0	150	0	450	525	0	150	600	0	0	600	0	0	0	0	0	0
chr5_173663250_173663550	300	225	0	150	0	300	0	0	0	300	0	150	0	0	0	0	0	0	0	0	300	0	225	0	0	300	0	0	0	0	0	0	300	0	0	0	0	0	0	0	300	300	0	0	0	0	0	0	0	0
chr5_173665100_173665900	175	0	100	400	0	550	0	0	0	0	625	800	0	0	675	0	300	0	0	0	0	700	0	0	0	800	0	0	0	0	0	0	775	0	0	0	0	0	0	0	750	400	0	0	0	0	0	0	0	0
chr5_173671250_173671750	500	0	0	325	0	325	0	0	0	500	0	0	0	175	0	0	100	0	0	0	400	500	0	175	0	450	0	0	0	0	0	0	500	0	0	0	0	0	0	0	500	0	0	0	0	0	0	0	0	0
chr5_173673050_173673700	0	0	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	625	475	0	0	625	0	0	0	625	0	0	650	0	0	0	0	0	0	0	625	400	250	0	0	0	0	0	0	0
chr5_173678550_173679600	675	0	0	150	0	375	375	75	0	600	450	750	300	0	0	825	0	0	0	0	600	675	375	0	0	1050	0	0	0	0	0	0	1050	0	0	0	0	0	0	150	1050	450	0	150	0	0	150	0	0	0
chr5_173690850_173691600	750	75	375	600	375	675	0	150	150	675	0	0	0	0	0	0	0	300	0	525	75	300	225	0	0	750	0	0	0	0	0	0	750	0	0	0	0	0	0	0	750	0	0	0	0	0	0	0	0	0
chr5_173693950_173694450	500	450	350	375	0	500	500	0	0	500	500	500	500	0	0	0	0	300	0	0	500	50	500	0	0	500	0	0	0	0	0	0	500	0	0	0	0	0	0	0	500	500	0	0	0	0	0	0	0	0
chr5_173695700_173696500	250	250	325	475	250	400	175	0	0	800	625	0	775	0	0	0	0	25	0	475	550	25	525	0	0	775	0	0	0	0	0	0	800	0	100	0	0	0	0	0	775	800	0	0	0	0	0	0	0	0
chr5_173697000_173697450	0	0	0	0	0	0	0	0	0	450	0	0	0	0	0	300	0	0	0	0	0	450	0	0	0	450	0	0	0	0	300	375	450	0	0	0	0	0	0	375	450	0	450	0	0	0	0	0	0	0
chr5_173697800_173698200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	400	0	225	0	400	0	75	0	0	0	0	400	0	0	0	0	0	0	0	375	400	0	0	0	0	0	0	0	0
chr5_173701200_173701650	0	0	0	75	0	0	0	0	0	300	0	0	0	0	0	225	0	0	0	0	375	225	0	0	0	450	0	0	0	0	0	0	450	0	0	0	0	0	0	0	450	0	0	0	0	0	0	0	0	0
chr5_173701950_173702700	0	0	375	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	525	525	0	0	0	0	750	0	0	0	0	0	0	750	0	0	0	0	0	0	0	750	0	0	0	0	0	0	0	0	0
chr5_173705450_173708200	175	0	0	675	0	450	0	0	375	1200	0	0	0	0	0	1075	0	0	175	450	175	1450	0	0	0	2725	0	0	0	0	0	0	2750	0	0	0	0	1000	1000	0	2725	300	0	0	0	0	0	0	0	0
chr5_173708750_173715950	475	600	900	625	600	250	450	0	100	300	525	600	375	675	0	175	0	450	0	675	525	550	300	400	0	7200	0	0	0	425	0	525	7200	0	525	0	0	525	450	375	7175	750	0	300	0	0	0	0	0	375
chr5_173716150_173723350	125	450	300	500	0	525	0	0	350	200	125	750	900	600	375	350	300	825	0	0	525	275	600	750	0	7200	0	0	0	0	0	0	7200	0	0	0	525	0	375	300	7175	0	0	0	0	0	0	0	0	0
chr5_173723750_173725350	100	0	675	0	0	0	0	0	0	0	0	0	0	600	0	0	0	0	0	450	0	625	0	0	0	1600	0	0	0	0	0	0	1600	0	0	0	0	0	0	0	1575	0	0	0	300	225	225	150	450	0
chr5_173726900_173728350	0	0	0	0	0	0	0	0	0	375	0	375	0	450	0	600	1000	750	0	0	0	600	0	0	0	1425	0	0	0	0	0	375	1450	0	0	0	0	0	0	0	1450	0	0	0	675	525	550	525	675	0
chr5_173728700_173729400	0	0	0	0	0	450	0	0	0	100	0	0	0	175	0	375	0	0	0	0	0	525	0	0	0	675	0	0	0	0	0	0	700	0	0	0	0	0	0	0	700	0	0	0	0	0	0	0	0	0
chr5_173730450_173731200	0	0	0	0	0	0	0	0	0	600	150	0	0	300	0	450	0	225	0	0	0	0	450	0	0	750	450	0	0	0	0	375	750	0	0	0	0	0	0	0	750	450	0	0	0	0	0	0	0	0
chr5_173734200_173742450	375	525	600	825	0	600	0	300	450	600	750	0	525	750	450	525	300	525	0	0	525	1350	1425	0	0	8250	0	0	0	0	0	300	8250	75	675	375	0	0	375	600	8250	600	0	525	0	0	0	0	0	0
chr5_173753450_173753800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	300	0	250	0	0	0	0	0	350	0	0	0	0	0	0	0	0	0
chr5_173799950_173800600	0	0	250	0	0	250	0	0	0	375	375	0	0	0	0	0	0	0	0	0	0	625	25	325	0	625	0	0	0	0	0	325	650	0	0	0	0	0	0	0	600	0	0	0	0	0	0	0	0	0
chr5_173800950_173801700	300	0	0	450	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	750	0	0	0	0	0	0	750	0	0	0	0	0	450	300	750	0	0	0	0	0	0	0	0	0
chr5_173802200_173804100	450	250	0	450	0	250	0	300	100	375	450	0	0	0	0	0	0	750	0	0	0	750	0	0	0	1900	0	0	0	0	0	0	1900	0	0	0	0	0	0	0	1875	0	0	0	0	0	0	0	0	0
chr5_173805400_173806000	0	0	425	0	0	0	0	0	0	600	600	0	0	0	0	0	0	0	0	0	0	350	0	0	0	600	0	0	0	0	0	25	600	0	0	0	0	0	0	500	575	0	0	0	0	125	275	50	0	125
chr5_173806900_173807700	0	0	0	0	0	225	0	0	0	650	650	0	0	375	0	200	0	275	0	0	500	0	0	0	0	800	0	0	0	0	0	50	800	0	0	0	0	0	0	0	800	0	600	0	0	0	0	0	0	0
chr5_173807850_173808450	0	525	0	600	0	0	0	0	0	0	525	0	0	0	0	0	0	0	0	75	0	600	0	0	0	600	0	0	0	0	0	0	600	0	0	0	0	0	0	0	600	0	300	0	0	0	0	0	0	0
chr5_173811150_173811500	50	350	75	0	0	0	0	0	0	350	350	0	350	0	0	0	0	0	0	0	0	350	0	0	0	350	0	0	0	0	0	0	350	0	0	0	0	0	0	0	350	0	0	0	0	0	0	350	0	0
chr5_173815550_173816850	475	0	0	0	0	0	0	0	0	0	450	600	0	0	0	0	0	0	0	0	0	900	0	100	0	1275	0	0	375	0	0	0	1300	0	0	0	0	0	0	525	1300	0	0	0	0	0	0	375	0	0
chr5_173835450_173836000	0	550	250	250	0	225	0	300	0	525	450	0	0	250	0	0	0	0	0	0	0	525	75	0	0	550	0	0	0	0	0	0	550	0	0	0	0	0	0	75	525	0	0	0	0	0	0	0	0	0
chr5_173918150_173919150	0	0	525	0	0	0	0	0	0	0	0	0	0	0	0	0	325	0	0	0	0	825	450	0	0	1000	0	0	0	0	0	0	1000	0	0	375	0	0	0	0	975	0	0	0	300	675	0	450	0	450
chr5_175640250_175640800	0	0	0	0	0	0	0	0	0	150	0	0	0	525	0	0	0	550	0	325	0	0	0	0	0	550	0	0	0	0	0	0	525	0	0	0	0	0	0	0	550	0	250	0	0	0	0	0	0	0
chr5_176630250_176630650	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	375	0	400	0	300	400	0	250	400	0	0	0	0	0	225	400	0	0	0	0	0	0	0	375	0	0	0	0	0	0	0	0	0
chr5_176743500_176743800	0	0	0	0	0	225	0	0	225	150	0	0	0	300	0	0	0	75	0	0	0	0	0	0	0	300	0	0	0	0	0	225	300	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0
chr5_178242050_178242600	0	0	0	0	0	0	0	0	0	550	550	0	0	25	0	0	0	250	0	0	375	0	0	0	0	550	0	0	0	0	0	0	550	400	0	550	0	0	0	225	525	150	300	0	0	0	0	0	0	0
chr5_178320600_178320900	0	0	75	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	300	300	300	75	300	0	0	0	0	300	0	0	0	0	0	0	0	0	0
chr5_179816800_179817150	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	350	0	75	0	0	350	0	0	0	0	350	0	0	0	0	0	75	350	350	0	0	0	0	125	0	350	350	0	200	0	0	0	0	0	0
chr5_180120600_180120900	0	0	0	0	0	0	0	0	0	300	225	0	0	0	0	0	0	0	0	0	0	0	0	150	0	300	0	0	0	0	0	0	300	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0
chr5_181059150_181059850	0	0	0	0	0	0	0	0	0	625	400	0	0	250	0	0	0	0	0	0	0	700	0	0	475	700	0	0	0	0	0	475	675	0	0	700	0	700	700	0	700	0	0	0	0	0	0	0	0	0
