A.ID	CLL_25.bed.combine.5mC.CpG.NA_id.methValue	CLL_26.bed.combine.5mC.CpG.NA_id.methValue	CLL_27.bed.combine.5mC.CpG.NA_id.methValue	CLL_28.bed.combine.5mC.CpG.NA_id.methValue	CLL_28.large.bed.combine.5mC.CpG.NA_id.methValue	CLL_28.small.bed.combine.5mC.CpG.NA_id.methValue	CLL_30.bed.combine.5mC.CpG.NA_id.methValue	CLL_30.large.bed.combine.5mC.CpG.NA_id.methValue	CLL_30.small.bed.combine.5mC.CpG.NA_id.methValue	CLL_4.bed.combine.5mC.CpG.NA_id.methValue	CLL_5.bed.combine.5mC.CpG.NA_id.methValue	CLL_6.bed.combine.5mC.CpG.NA_id.methValue	CLL_94.bed.combine.5mC.CpG.NA_id.methValue	CLL_95.bed.combine.5mC.CpG.NA_id.methValue	CLL_96.bed.combine.5mC.CpG.NA_id.methValue	CLL_97.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001095766:NBC.1:C003K9.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001095769:NBC.2:C0068L.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001096889:csMBC.2:C003JB.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001096891:MBC.3:C003N3.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001096949:NBC.3:S001JP.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001170519:HMPC.1:F2012-2912.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001170520:PreBC.1:F2012-2912.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001170521:GCBC.1:T11_8.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001170522:PBC.1:MO7071.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001220205:csMBC.1:S004P1.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001220214:NBC.4:S00DM8.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001266052:HMPC.2:F2012-2912.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001266053:PreBC.2:F2012-2912.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001266054:GCBC.2:T14_10.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001266055:NBC.5:NC11_41.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001266056:csMBC.3:NC11_41.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001266057:PBC.2:V156.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001280907:MBC.1:S017RE.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001282097:GCBC.3:T14_11.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001282098:PBC.3:T14_10.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001282099:PBC.4:T12_20.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001282100:PBC.5:T13_1.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001343490:CLL.182:182CLL.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001343492:CLL.12:12CLL.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001343494:CLL.110:110CLL.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001356805:NBC.7:NC15_72.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001358479:CLL.1525:1525CLL.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001358480:CLL.1532:1532CLL.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001401801:CLL.1228:1228CLL.bed.combine.5mC.CpG.NA_id.methValue	GCBC_129.bed.combine.5mC.CpG.NA_id.methValue	GCBC_134.bed.combine.5mC.CpG.NA_id.methValue	GCBC_135.bed.combine.5mC.CpG.NA_id.methValue	GCBC_136.bed.combine.5mC.CpG.NA_id.methValue	GCBC_137.bed.combine.5mC.CpG.NA_id.methValue	GCBC_138.bed.combine.5mC.CpG.NA_id.methValue
4:184626438:184626440	0.888889	0	0.0322581	0.806452	0.714286	0.774194	0	0.0416667	0	0	0.0454545	0.921053	0.0344828	0	0.216216	0.148148	0.764706	0.914894	0.985714	0.974026	0.880952	0.428571	0.755814	0.848101	0.935484	0.869565	0.810345	0.544304	0.924242	0.986486	0.88	0.918033	0.760563	0.901235	0.966667	0.883721	0.912281	0.929825	0	0.0434783	0.5	0.833333	0.47619	0.391304	0.897436	0.789474	0.736842	0.944444	0.907407	0.8	0.98
4:184626447:184626449	0.875	0	0	0.787879	0.75	0.786885	0.0384615	0.0384615	0	0	0.0666667	0.974359	0.08	0	0.222222	0.115385	0.568627	0.938776	0.970149	0.909091	0.9	0.446154	0.638554	0.797468	0.885246	0.795455	0.734694	0.461538	0.793651	0.917808	0.830986	0.966667	0.84507	0.924051	0.854545	0.767442	0.846154	0.77193	0	0.0869565	0.469388	0.787234	0.459459	0.369565	0.921053	0.722222	0.8125	0.86	0.92	0.75	0.882353
4:184626572:184626574	0.791667	0	0.0434783	0.675676	0.75	0.784314	0	0	0	0	0	0.906977	0.0833333	0	0.217391	0	0.333333	0.534483	0.833333	0.407407	0.607143	0.166667	0.36	0.5	0.927536	0.833333	0.153846	0.0727273	0.431373	0.428571	0.290909	0.710145	0.662162	0.736842	0.722222	0.5	0.204545	0.473684	0	0.0612245	0.404762	0.264706	0.0416667	0.272727	0.575758	0.390244	0.441176	0.333333	0.351351	0.47619	0.702128
4:184626576:184626578	0.92	0	0.0208333	0.810811	0.833333	0.918367	0	0	0.0454545	0	0	0.9	0.08	0	0.142857	0.0967742	0.230769	0.581818	0.928571	0.285714	0.448276	0.18	0.226415	0.394737	0.828571	0.75	0.2	0.145455	0.407407	0.474576	0.192982	0.547945	0.694444	0.823529	0.588235	0.630435	0.404762	0.536585	0	0.0208333	0.568182	0.305556	0.0208333	0.351351	0.645161	0.315789	0.571429	0.465116	0.611111	0.44186	0.8
4:184626593:184626595	0.866667	0	0.0888889	0.84375	0.882353	0.886792	0	0	0	0	0	1	0.0714286	0	0.107143	0.129032	0.56	0.854167	0.948718	0.833333	0.821429	0.375	0.54	0.775	0.864865	0.851852	0.32	0.266667	0.537037	0.704918	0.698113	0.84507	0.83871	0.852941	0.892857	0.785714	0.378378	0.761905	0	0	0.666667	0.657143	0.0425532	0.5	0.931034	0.666667	0.763158	0.631579	0.735294	0.73913	0.826923
4:184626641:184626643	0.518519	0	0.0208333	0.138889	0.142857	0.0847458	0	0	0	0	0	0.962264	0.0333333	0	0	0	0.0625	0.62963	0.294118	0.411765	0	0.0645161	0.0434783	0.130435	0.457143	0.0714286	0.142857	0.0606061	0.030303	0.28	0.142857	0.320755	0.275	0.166667	0.0833333	0.0571429	0.125	0.208333	0	0	0.119048	0.0232558	0.0454545	0.0487805	0.0227273	0.0606061	0.2	0.0857143	0.0555556	0.0925926	0.333333
4:184626777:184626779	0.84	0	0.0526316	0.902439	0.944444	0.962264	0.114286	0.189189	0.0454545	0.186047	0.383333	1	0.261905	0.0625	0.4	0.576271	0.764706	0.888889	0.857143	0.916667	0.9375	0.972222	0.967742	1	0.880952	0.941176	1	0.933333	0.977778	0.90625	0.827586	0.928571	0.825	0.95	1	0.972973	0.923077	0.833333	0.05	0.578125	0.895833	0.944444	0.904762	0.78	0.972973	1	0.903226	0.923077	0.94	0.98	0.941176
4:184626796:184626798	1	0	0.0294118	0.931818	0.918919	0.966102	0.0731707	0.142857	0	0.166667	0.439394	0.456522	0.642857	0.0833333	0.36	0.592593	0.833333	0.896552	0.866667	1	1	1	1	0.83871	0.864865	0.761905	0.888889	0.923077	0.925926	0.8	1	0.843137	0.88	0.906977	0.896552	0.885714	0.846154	0.894737	0.0441176	0.742424	0.886364	0.916667	0.883721	0.826923	0.975	0.928571	0.90625	0.891304	0.955556	0.981818	0.873016
4:26139764:26139766	0	0	0.0212766	0	0.0416667	0	0	0	0	0	0.0232558	0	0	0	0	0	0.95082	0.980769	0.141176	0.333333	0.955556	0.986842	0.966667	0.178947	0.223881	0.225806	0.709677	0.895833	0.967033	0.118421	0.8375	0.10989	0.263736	0.33	0.0540541	0.177419	0.0677966	0	0.0208333	0	0.175439	0.842105	0.0196078	0	0.0943396	0.0333333	0	0.0851064	0.0851064	0	0.0212766
4:26143754:26143756	0.4	0.15	0.037037	0	0.391304	0.233333	0.0588235	0.0416667	0.047619	0	0	0.633333	0	0	0.37037	0	0.971831	0.927273	0.848485	0.953488	0.970588	0.973913	0.964912	0.804348	0.80198	0.951613	1	1	0.967742	0.851351	0.960784	0.732558	0.721519	0.835165	0.92	0.813333	0.774194	0.680556	0.0909091	0.303571	0.105263	0.979167	0.68	0.0487805	0.8	0.522727	0.923077	0.913043	0.75	0.809524	0.591837
4:26151011:26151013	0.03125	0	0.0555556	0	0	0	0	0	0	0	0	0	0.0555556	0	0	0.037037	0.62069	0.686275	0.237288	0.405405	0.659091	0.467532	0.582524	0.467532	0.27027	0.311111	0.704918	0.378378	0.603604	0.405941	0.653465	0.356436	0.265306	0.327869	0.5	0.555556	0.4375	0.480769	0.0178571	0.0227273	0.104167	0.825	0	0.0277778	0.0869565	0.384615	0.605263	0.714286	0.583333	0.27027	0.468085
4:26217988:26217990	0.173913	0	0.153846	0.35	0.5	0.4	0.0416667	0.0909091	0	0.027027	0.0377358	0.258065	0	0	0.190476	0	0.875	0.893617	0.649123	0.769231	0.833333	0.901408	0.945652	0.897059	0.510638	0.731707	0.931034	0.946237	0.904	0.92	0.872549	0.719626	0.686869	0.764706	0.87037	0.839286	0.705128	0.676471	0.0204082	0.0625	0.2	0.929825	0.0285714	0.0869565	0.138462	0.884615	0.952381	0.978261	0.945946	0.88	0.72973
4:37995530:37995532	0.307692	0	0.0882353	0.0454545	0	0	0	0.0714286	0	0	0.037037	0	0.0625	0	0	0	0.631579	0.666667	0.75	0.823529	0.636364	0.981132	0.955556	0.702128	0.706897	0.642857	1	0.877551	0.964286	0.711538	0.745098	0.910448	0.514706	0.659091	0.75	0.5	0.47619	0.612245	0.0416667	0	0.214286	0.518519	0.025	0.0909091	0.047619	0.622222	0.5	0.5	0.55	0.634146	0.78
4:37995645:37995647	0.545455	0.25	0.111111	0.473684	0.5	0.742857	0	0.0833333	0	0	0.16	0.76	0.190476	0	0.392857	0	1	1	0.904762	0.958333	1	0.95122	0.931818	0.9375	0.952381	0.869565	1	0.975	0.977273	0.942857	0.962963	0.897436	0.9	0.833333	0.894737	0.921053	0.931034	0.74359	0.0769231	0.307692	0.452381	0.921053	0.8	0.06	0.814815	0.878788	0.888889	0.833333	0.92	0.886364	0.780488
4:38177030:38177032	0.113636	0.324324	0	0.0322581	0.025641	0.16	0.025641	0.0555556	0.05	0	0.0208333	0.234043	0.0322581	0.0857143	0.0357143	0.0333333	0	0	0.384615	0.439024	0.0967742	0	0.0117647	0.403226	0.315789	0.162162	0.0769231	0	0.0206186	0.211268	0.0285714	0.372093	0.180851	0.314815	0.125	0.169811	0.130435	0.0416667	0	0	0.0294118	0.0816327	0	0	0.03125	0.12	0.243902	0.277778	0.115385	0.122449	0.288136
4:38177055:38177057	0.35	0.5	0	0.0357143	0.0869565	0.0652174	0.0322581	0.15625	0.0454545	0	0.025641	0.238095	0.0344828	0.129032	0.441176	0.466667	0	0	0.266667	0.159091	0	0	0.011236	0.246154	0.193182	0.0697674	0.0294118	0	0	0.114943	0.0315789	0.221154	0.0891089	0.166667	0.097561	0.0597015	0.157895	0.0793651	0.125	0	0.0222222	0.0185185	0.0277778	0	0	0.0434783	0.0333333	0.166667	0	0.0869565	0.0701754
4:38177128:38177130	0	0	0	0.0357143	0	0	0	0.0434783	0	0	0.030303	0	0.037037	0	0.264706	0	0.0196078	0	0.241379	0.175	0	0	0.0128205	0.189189	0.177083	0.108108	0.0652174	0	0.0078125	0.0882353	0.0176991	0.312	0.127273	0.177778	0.0757576	0.047619	0.0666667	0.103448	0	0	0	0.015625	0	0.0181818	0	0.125	0.0416667	0.147059	0.0816327	0.0465116	0.169811
4:38177130:38177132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.147059	0	0	0	0.129032	0	0	0	0	0.12987	0.104167	0.027027	0	0	0	0.0576923	0.0169492	0.228346	0.0982143	0.0833333	0.0285714	0.0357143	0.0263158	0.0344828	0	0	0	0.0153846	0	0	0	0.0322581	0	0.117647	0.0408163	0.0454545	0.0943396
4:38177144:38177146	0	0	0	0	0	0.0434783	0	0	0	0	0	0	0	0	0.142857	0	0	0	0.333333	0.0952381	0	0	0.0125	0.153846	0.258065	0.21875	0.0454545	0	0	0.12381	0.008	0.257812	0.0909091	0.0980392	0.109589	0.120482	0.0533333	0.0163934	0	0	0	0.03125	0	0.0178571	0	0.121212	0.115385	0.2	0.119048	0.121951	0.319149
4:38177260:38177262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44	0	0	0	0.357143	0.26087	0	0	0.025	0.314286	0.343284	0.238095	0.0833333	0.0176991	0	0.169643	0.0208333	0.398649	0.111111	0.298246	0.128571	0.0508475	0.0253165	0.0181818	0.0166667	0	0	0.06	0	0	0.285714	0.0857143	0.166667	0.136364	0.189189	0.097561	0.122807
4:39616323:39616325	0.6	0.857143	0	0.875	0.857143	0.923077	0.428571	0.25	0.0869565	0.533333	0.71875	0.96	0.266667	0.176471	0.888889	0.681818	1	0.982759	0.921053	0.970588	0.903846	0.936364	0.975309	0.939759	0.721154	0.863636	0.96	0.962264	0.956897	0.902913	0.967391	0.819048	0.771186	0.87931	0.984127	0.911765	0.959459	0.83871	0.0851064	0.0895522	0.846154	0.928571	0.775	0.787234	0.864865	0.860465	0.913043	0.95	0.888889	0.875	0.918919
4:40177678:40177680	0.358974	0.571429	0.136364	0.357143	0.34375	0.297297	0.25	0.357143	0.222222	0	0.0508475	0.33871	0.264151	0	0.194444	0	1	1	0	0	1	1	1	0.84	0.706897	1	1	1	0.888889	0.846154	0.947368	0.787879	0.689655	0.925926	1	0.862069	0.636364	0.875	0.357143	0.0243902	0.611111	0.911111	0.906977	0.176471	0.851852	0.657143	0.846154	0.846154	0.673469	0.707317	0.776119
4:40178392:40178394	0.552632	0.336	0.153846	0.28	0.271186	0.333333	0.0606061	0.0163934	0.028169	0	0	0.0833333	0.037037	0	0.22449	0	1	1	1	0.875	0.909091	1	1	0.888889	0.842105	0.846154	0	0.875	1	0.870968	1	1	0.909091	0.90625	1	0.944444	0.909091	1	0.111111	0.0204082	0.485714	0.88	0.735294	0	0.791667	0.871795	0.842105	0.771429	0.830189	0.928571	0.803922
4:40178409:40178411	0.882353	0.737288	0.166667	0.446809	0.387097	0.422222	0.169231	0.175439	0.206349	0.0357143	0.0930233	0.425	0.302326	0.114754	0.44186	0.0652174	1	1	1	1	0.833333	1	0.777778	1	0.941176	0.888889	0	1	0.894737	0.925926	1	0.903226	0.973684	1	1	1	1	1	0.52381	0.0227273	0.705882	0.925926	0.928571	0.0277778	0.962963	0.763158	0.869565	0.916667	0.909091	0.95	0.88
4:40178414:40178416	0.714286	0.738739	0.166667	0.434783	0.355932	0.4	0.166667	0.222222	0.21875	0	0.0681818	0.512821	0.372093	0.125	0.363636	0.0454545	1	1	0.909091	1	1	1	0.857143	0.909091	0.833333	0.75	0	0.9	0.75	0.888889	0.583333	0.8125	0.918919	1	1	0.941176	0.9	0.875	0.421053	0	0.787879	0.923077	0.92	0.0277778	0.857143	1	0.8125	0.947368	0.98	0.809524	0.943396
4:40178654:40178656	0.733333	0.5	0.0392157	0.352941	0.361702	0.457831	0.0357143	0.2	0.22	0	0.1	0.532258	0.190476	0	0	0	0.931034	0.972222	0.873418	0.8875	0.945205	0.853933	0.954128	0.871795	0.788235	0.887324	1	0.945736	0.983471	0.783505	0.970297	0.744186	0.766234	0.933962	0.857143	0.861111	0.765625	0.787234	0.126984	0.0196078	0.395349	0.977778	0.9	0.0754717	0.418182	0.886364	0.871795	0.928571	0.928571	0.90566	0.703125
4:40178707:40178709	0	0.391304	0.0465116	0.392857	0.545455	0.367647	0.117647	0.105263	0.0652174	0	0.0877193	0.350877	0.0512821	0	0	0	0.902778	1	0.921875	0.924051	0.943182	0.928571	0.975207	0.864198	0.703297	0.820513	0.897059	0.992701	0.949153	0.810345	0.937008	0.84	0.574074	0.904255	0.895833	0.906667	0.935065	0.705882	0.0833333	0	0.311111	0.93617	0.0666667	0.0344828	0.705882	0.886364	0.756098	0.916667	0.777778	0.777778	0.735849
4:40178733:40178735	0	0.190476	0.027027	0.56	0.586207	0.392157	0.0952381	0.151515	0.157895	0	0.1	0.385965	0.15625	0	0	0	0.94186	0.935484	0.83871	0.873239	1	0.934579	0.968992	0.847059	0.736264	0.880597	0.933333	0.972028	0.984	0.87931	0.942149	0.838384	0.67619	0.935484	0.9375	0.894737	0.837838	0.932203	0.0576923	0.0408163	0.38	0.954545	0.613636	0.0204082	0.489362	0.866667	0.916667	0.875	0.921569	0.934783	0.745098
4:40178818:40178820	0.583333	0.3	0	0.318182	0.238095	0.384615	0.0833333	0.125	0.157895	0.030303	0.0714286	0.0238095	0.05	0.0434783	0	0	0.876923	0.971014	0.634146	0.689655	0.857143	0.930769	0.954198	0.666667	0.522388	0.682927	0.912281	0.785714	0.761062	0.625	0.903704	0.728155	0.421053	0.833333	0.879518	0.684211	0.779221	0.772727	0.0862069	0.0606061	0.0952381	0.959184	0.446429	0.0222222	0.354839	0.714286	0.526316	0.844444	0.75	0.5	0
4:40188518:40188520	1	0.818182	0.4	1	1	0.923077	0.214286	0.0416667	0	0.9375	0.962963	0.586207	0.538462	0.0625	0.909091	0.444444	0.983871	0.619048	0.952941	1	1	1	0.968421	0.916667	0.980769	1	1	1	0.946903	0.933333	0.565789	0.505747	0.882353	1	0.5	0.911111	0.943396	0.914634	0.540541	0.307692	0.916667	0.9375	0.967742	0.323529	0.878049	0.375	0.727273	0.911765	1	0.931818	0.852941
4:40188571:40188573	0.571429	0.833333	0.166667	0.555556	1	1	0.142857	0.0769231	0	0.6	0.571429	0.454545	0.285714	0	0.222222	0	0.982759	0.977273	0.631579	0.915789	0.948052	0.938272	0.886179	0.73913	0.561404	0.75	0.984127	0.978022	0.983193	0.73913	0.882353	0.4875	0.666667	0.928571	0.759494	0.763636	0.758065	0.657895	0.612903	0.111111	0.527778	0.965517	0.423077	0	0.793103	0.676471	0.555556	0.736842	1	0.47619	0.647059
4:40188603:40188605	0.875	0.909091	0	0.857143	1	1	0.125	0	0	0.692308	0.6	0.555556	0.4	0.285714	0.333333	0.16	0.984848	0.979592	0.853333	0.967033	0.987013	0.968085	0.96063	0.791667	0.852459	0.852941	1	0.954023	0.9375	0.77907	0.961538	0.930556	0.909091	0.964602	0.808219	0.814815	0.818182	0.633333	0.85	0.552632	0.588235	0.966667	0.826087	0.0769231	1	0.575758	0.75	0.782609	0.75	0.948718	0.6875
4:40188675:40188677	1	1	0.333333	1	1	1	0	0	0.111111	0.8	0.9	0.416667	0.76	0.5	0.95	0.391304	0.90566	0.933333	0.888889	0.960526	0.961538	0.979592	0.946429	0.878378	0.986842	0.945205	0.973684	0.987952	0.967033	0.883117	0.967742	0.935897	0.924731	0.955752	0.968254	0.93617	0.933333	0.77551	0.97561	0.414634	0.837838	0.837838	0.947368	0.4	0.96875	0.7	0.875	0.933333	0.947368	0.837838	0.764706
4:40188700:40188702	0.6	0	0.333333	0.25	0.714286	0.6	0	0	0	0	0.75	0.111111	0.423077	0.0909091	0.863636	0.173913	0.976744	0.944444	0.776119	0.907407	0.952381	0.517647	0.482353	0.625	0.571429	0.886792	0	0.955224	0.986486	0.656716	0.407895	0.353846	0.626866	0.0116279	0.4	0.552632	0.24	0.547619	0.428571	0.393939	0.821429	1	0.428571	0.0857143	0.892857	0.578947	0.75	0.258065	0.4375	0.535714	0.76
4:40188712:40188714	0	0	0.111111	0.75	0.714286	0.9	0	0	0	0.3	0.285714	0.1	0.107143	0.0416667	0.05	0	0.970588	1	0.224138	0.617021	0.897436	0.986842	0.956522	0.559322	0.518519	0.586957	0.854167	0.983607	0.938462	0.483871	0.966667	0.492537	0.564516	0.506849	0.55814	0.34375	0.4	0.47619	0.612903	0.0357143	0.521739	0.875	0.153846	0.03125	0.607143	0.291667	0.416667	0.354839	0.533333	0.375	0.192308
4:40189059:40189061	0.944444	1	0.529412	0.9	0.83871	1	0.263158	0.222222	0.1	0.25	0.595745	1	0.945946	0.285714	0.952381	0.333333	1	1	0.948718	0.878788	0.9	0.967213	0.977778	0.852941	0.824561	1	0.9375	0.933333	0.854167	1	0.964912	0.878049	0.931818	1	0.930233	0.961538	0.930233	0.933333	0.622222	0.674419	1	0.875	0.928571	0.230769	0.857143	0.945946	0.95	1	0.954545	0.944444	0.907407
4:40189095:40189097	0.666667	0.866667	0.25	0.944444	0.974359	0.913043	0.583333	0.411765	0.5	0.4	0.822222	0.972222	0.85	0.296296	0.95	0.241379	1	1	0.967742	0.84	0.916667	0.93617	0.880952	0.923077	0.893617	0.9375	1	0.925	0.942857	0.923077	0.941176	0.878049	0.852941	0.882353	1	0.92	0.971429	0.6	0.457143	0.277778	0.928571	0.956522	0.833333	0.348837	0.9	0.974359	0.921053	0.916667	0.962963	0.909091	0.909091
4:40189866:40189868	0.538462	0.1	0.117647	1	1	1	0	0	0	0.230769	0.166667	0.0384615	0.0769231	0	0.333333	0	0.666667	0	0.75	1	1	1	0.9	0.555556	0.555556	0.818182	0.666667	0.818182	0.857143	0.636364	1	0.714286	0.764706	0.722222	0.7	0.777778	0.875	1	0.323529	0.2	0.827586	1	0.166667	0.0588235	0.944444	0.64	0.823529	0.666667	0.84375	0.615385	0.48
4:40190007:40190009	0.802469	0.0882353	0.0131579	0.867925	0.927083	0.833333	0.0571429	0.0405405	0	0	0.0941176	0.27381	0.0408163	0	0.354167	0	0.934783	0.961538	0.75	0.885714	0.955556	0.944444	0.982143	0.389831	0.442308	0.648649	0.69697	0.987013	0.921875	0.727273	0.878788	0.385542	0.445783	0.830189	0.619048	0.692308	0.333333	0.647059	0.116279	0.0540541	0.425	0.944444	0	0.0882353	0.96875	0.454545	0.810811	0.566667	0.86	0.540541	0.435897
4:40283472:40283474	0.166667	0.0714286	0.0555556	0.047619	0.0769231	0	0	0.0689655	0	0	0	0.375	0	0	0.533333	0.363636	0.96	1	0.884615	0.862069	0.96875	0.885246	0.962963	0.854839	0.828125	0.9	0.911765	0.905882	0.905882	0.938462	0.967742	0.931818	0.878505	0.913043	0.854167	0.920635	0.8	0.962963	0.0333333	0.0185185	0.4	1	0.347826	0.133333	0.444444	0.958333	0.95	0.921053	0.923077	0.90625	0.880952
4:40283477:40283479	0.5	0.230769	0.0882353	0.0416667	0.1	0.105263	0	0.0769231	0	0	0.0487805	0.423077	0	0.05	0.733333	0.727273	0.979592	0.947368	0.958333	0.862069	1	1	0.960784	0.951613	0.938462	0.904762	1	0.909091	0.950617	0.985075	0.967742	0.858824	0.92	0.409091	0.914894	0.952381	0.948718	0.82	0	0.0175439	0.62069	0.953488	0.466667	0.173913	0.756757	0.956522	0.956522	0.947368	0.961538	0.837838	0.955556
4:40283521:40283523	0	0	0.09375	0	0	0	0	0.166667	0	0	0	0.129032	0	0	0.583333	0.444444	0.967742	1	1	0.933333	1	0.976744	0.902439	0.945946	0.824561	0.785714	1	0.933333	0.951613	0.914894	0.978261	0.923077	0.870968	0.95122	0.967742	0.854167	0.842105	0.821429	0.030303	0.0377358	0.272727	0.953488	0.212766	0.12766	0.146341	1	0.931034	0.911765	0.807692	0.902439	0.947368
4:40283613:40283615	0	0	0.0833333	0	0	0	0.0769231	0.047619	0	0	0.04	0.129032	0.0384615	0	0.176471	0	1	0.916667	0.75	1	0	0.913043	1	0.875	0.875	1	1	0.965517	0.961538	1	1	1	0.925373	1	0.923077	0.777778	0.8125	0.75	0.0425532	0.04	0.277778	0.916667	0.333333	0.133333	0.0606061	0.809524	0.848485	0.882353	0.692308	0.804878	0.78125
4:40283681:40283683	0	0.125	0.047619	0	0.0384615	0.0434783	0.0625	0	0.04	0	0.0666667	0.2	0.0384615	0	0.4375	0	1	0.909091	0.833333	0.6	1	0.944444	0.913043	0.916667	0.965517	0.5	1	1	0.966667	0.961538	0.92	1	0.877551	0.952381	0.928571	0.9375	0.818182	0.818182	0	0.0666667	0.285714	0.962963	0.545455	0.04	0.205882	0.964286	0.909091	0.741935	0.928571	0.825	0.814815
4:40283695:40283697	0.285714	0.777778	0.0454545	0.578947	0.555556	0.347826	0.176471	0.0416667	0.12	0	0.548387	0.888889	0.434783	0.458333	1	0.538462	1	0.846154	1	1	1	0.952381	1	1	0.958333	1	1	1	0.928571	1	1	0.970588	0.918367	0.857143	1	0.9375	0.846154	0.913043	0.132075	0.0857143	0.627907	0.75	0.487805	0.285714	0.757576	0.923077	0.970588	1	0.833333	1	0.923077
4:40283747:40283749	0.909091	0.9	0	0.6875	1	0.681818	0.230769	0	0.117647	0	0.888889	0.894737	0.12	0.521739	0.727273	0.444444	1	0.9375	1	1	1	0.8	0.9	0.8	0.764706	0.714286	1	1	1	1	1	0.958333	0.913043	0.958333	0.952381	0.833333	0.785714	0.875	0.1875	0.0357143	0.935484	0.958333	0.384615	0.529412	0.541667	0.807692	1	0.923077	0.931034	0.794872	0.947368
4:40283870:40283872	0.941176	0.866667	0.541667	0.75	0.777778	0.705882	0.117647	0.1	0.4	0	0.454545	0.918919	0.777778	0	0.6875	0.692308	0.928571	0.980392	0.957143	0.948454	0.969697	0.965116	0.973684	0.966667	0.940476	0.985714	0.987342	0.982609	0.937008	0.976744	0.991228	0.915094	0.913043	0.987654	0.979592	0.9	0.9	0.84507	0.5	0.117647	0.833333	0.96875	0.902439	0.625	0.851064	1	1	1	1	0.911111	1
4:40283930:40283932	0.416667	0.25	0.0454545	0.526316	0.5	0.371429	0	0	0	0	0.272727	0.96	0	0.1	0.647059	0.588235	0.957447	0.981132	0.756098	0.905263	0.963636	0.958763	0.972973	0.908046	0.731707	0.679245	0.939759	0.977011	0.932203	0.936	0.951456	0.835052	0.752809	0.820225	0.833333	0.8125	0.75641	0.790323	0.230769	0	0.535714	1	0.1	0.157895	0.0612245	0.875	0.8	0.736842	0.684211	0.897436	0.833333
4:40283958:40283960	0.9	0.583333	0.0909091	0.583333	0.181818	0.5	0	0	0	0	0.5	0.789474	0.272727	0.125	0.888889	1	1	0.953488	0.945652	0.9375	0.915254	0.989583	0.951807	0.962963	0.91954	0.964912	0.92	0.855422	0.930693	0.901786	0.923913	0.947368	0.866667	0.916667	0.945055	0.963636	0.942029	0.883333	0.6	0	0.583333	0.896552	0.655172	0.4	0.770833	1	1	0.952381	1	1	0.869565
4:40284059:40284061	0	0.2	0	0	0	0	0	0	0	0	0.037037	0	0	0	0.125	0.111111	0.861538	0.796296	0.688889	0.73913	0.892857	0.941176	0.776699	0.775194	0.72093	0.629032	0.769231	0.980583	0.893204	0.728	0.877778	0.747664	0.789474	0.701299	0.811881	0.594203	0.621212	0.630137	0	0	0	0.975	0.333333	0.0222222	0.0243902	0.625	0.818182	0.769231	0.826087	0.75	0.673469
4:40284063:40284065	0	0.2	0	0	0	0	0	0	0	0	0.0357143	0	0	0	0.111111	0.666667	0.880597	0.865385	0.678161	0.602151	0.896552	0.97	0.796117	0.77037	0.581395	0.641791	0.746667	0.971429	0.910714	0.801653	0.901099	0.695652	0.714286	0.682927	0.83871	0.779412	0.469697	0.657895	0	0	0	0.9	0.40625	0.0212766	0.025641	0.590909	0.73913	0.344828	0.833333	0.708333	0.423077
