A.TSS2k	H3K27me3	end	NESG.intersect.value	CLL.A34022.CEMT_4.H3K27me3.hg38.bwa-sb.IX2655.C3YJAACXX_4_AAGCGA.FindER2.bed.remDups.bed.intersect.value	CLL.A34038.CEMT_5.H3K27me3.hg38.bwa-sb.IX2843.C3RULACXX_1_ACCCAG.FindER2.bed.remDups.bed.intersect.value	CLL.A34077.CEMT_6.H3K27me3.hg38.bwa-sb.IX2843.C3RULACXX_1_TGAATG.FindER2.bed.remDups.bed.intersect.value	CLL.A34941.CEMT_26.H3K27me3.hg38.bwa-sb.IX2650.C3THCACXX_4_AAGCGA.FindER2.bed.remDups.bed.intersect.value	CLL.A34948.CEMT_27.H3K27me3.hg38.bwa-sb.IX2655.C3YJAACXX_4_ACCCAG.FindER2.bed.remDups.bed.intersect.value	CLL.A34955.CEMT_28.H3K27me3.hg38.bwa-sb.IX2655.C3YJAACXX_4_TGAATG.FindER2.bed.remDups.bed.intersect.value	CLL.A34962.CEMT_29.H3K27me3.hg38.bwa-sb.IX2655.C3YJAACXX_4_CAACTA.FindER2.bed.remDups.bed.intersect.value	CLL.A35239.CEMT_25.H3K27me3.hg38.bwa-sb.IX2650.C3THCACXX_4_CTCAGA.FindER2.bed.remDups.bed.intersect.value	CLL.A35246.CEMT_30.H3K27me3.hg38.bwa-sb.IX2655.C3YJAACXX_4_TTAGGC.FindER2.bed.remDups.bed.intersect.value	CLL.A60646.CEMT_94.H3K27me3.hg38.bwa-sb.IX4416.C9587ANXX_1_ACCCAG.FindER2.bed.remDups.bed.intersect.value	CLL.A60653.CEMT_95.H3K27me3.hg38.bwa-sb.IX4416.C9587ANXX_1_TGAATG.FindER2.bed.remDups.bed.intersect.value	CLL.A60660.CEMT_96.H3K27me3.hg38.bwa-sb.IX4416.C9587ANXX_1_CAACTA.FindER2.bed.remDups.bed.intersect.value	CLL.A60667.CEMT_97.H3K27me3.hg38.bwa-sb.IX4419.C9587ANXX_4_TTAGGC.FindER2.bed.remDups.bed.intersect.value	EGAN00001202786_EGAX00001231898_EGAR00001245924_CLL_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202787_EGAX00001272597_EGAR00001300138_CLL_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202788_EGAX00001272594_EGAR00001300135_CLL_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202789_EGAX00001231899_EGAR00001245925_CLL_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001235813_EGAX00001234408_EGAR00001248463_CLL_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265750_EGAX00001272586_EGAR00001300133_CLL_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295796_EGAX00001364335_EGAR00001401453_CLL_H3K27me3_SINGLE.FindER2.bed.intersect.value
chr17	61926016	61930016	ENSG00000108506	1091	900	1125	0	941	900	825	1091	900	641	191	0	641	341	791	1241	0	641	1166	491
chr19	12292887	12296887	ENSG00000197857	0	862	0	0	262	375	0	0	0	0	0	375	0	0	0	0	0	750	1012	0
chr2	17751858	17755858	ENSG00000178295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11	112084773	112088773	ENSG00000204370	0	0	823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr18	80107031	80111031	ENSG00000101544	0	1800	525	0	300	1369	0	0	0	0	450	0	0	450	525	0	0	0	2406	1050
chr9	121205794	121209794	ENSG00000148180	0	0	825	0	300	0	525	0	525	0	0	0	450	450	0	0	0	0	0	0
chr6	34790015	34794015	ENSG00000065060	10	450	0	0	1075	0	0	0	0	0	0	0	0	825	0	0	0	0	0	0
chr21	30539864	30543864	ENSG00000186925	675	450	600	0	1200	0	0	0	0	0	525	1500	211	825	0	0	0	2800	375	450
chr12	8911896	8915896	ENSG00000111752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4	38521180	38525180	ENSG00000249534	2180	3080	4000	3755	3005	3005	1805	2780	3755	4000	4000	4000	3625	4000	4000	4000	3925	3625	4000	4000
chr3	122562238	122566238	ENSG00000163840	0	437	375	0	362	0	0	0	0	0	300	0	0	450	0	0	0	300	0	0
chr2	149327985	149331985	ENSG00000187123	3765	3090	4000	3625	3900	3915	3990	3990	3915	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000
chr19	18279622	18283622	ENSG00000130522	0	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr8	144407349	144411349	ENSG00000071894	0	400	0	375	576	0	450	0	0	600	0	0	0	0	0	0	0	0	0	375
chr7	103147560	103151560	ENSG00000161048	0	0	0	0	0	0	0	535	610	0	0	0	0	0	160	600	0	0	600	0
chr10	121596458	121600458	ENSG00000066468	3067	2575	3475	3475	3400	3475	3700	2992	3625	4000	4000	4000	3850	4000	4000	4000	4000	4000	4000	4000
chr8	72073617	72077617	ENSG00000104321	975	1275	2175	2400	1275	2550	2175	1200	2400	3375	3525	3558	2433	3933	3558	4000	3967	4000	3592	3967
chr1	165628861	165632861	ENSG00000143198	0	1050	700	14	0	0	1275	0	0	450	0	239	375	0	1200	1961	314	3525	2275	0
chr1	161307972	161311972	ENSG00000158887	1147	1297	900	0	847	0	2572	322	1822	0	922	525	0	22	2550	1950	1050	0	1447	0
chr5	95821005	95825005	ENSG00000173221	2725	4000	345	420	3175	1545	0	775	4000	2275	0	720	600	0	0	2305	4000	2725	1500	0
chr19	40989299	40993299	ENSG00000197408	3375	3601	4000	4000	3075	4000	3826	3751	4000	4000	4000	3700	4000	3625	3475	3625	4000	4000	4000	4000
chr5	72953981	72957981	ENSG00000157107	0	0	0	0	675	0	0	0	769	450	994	319	1744	1650	675	1744	169	1219	2875	544
chr10	67836166	67840166	ENSG00000108176	1841	1841	900	1541	1975	325	2050	1691	1766	1016	1075	284	0	1050	1691	0	866	3116	116	341
chr12	6887358	6891358	ENSG00000111671	642	0	0	900	1575	0	0	567	0	0	0	0	0	42	0	0	525	0	0	0
chr4	20694282	20698282	ENSG00000163138	675	825	1900	1125	900	600	843	1050	900	3250	2718	2343	2650	2782	2643	3918	2925	3382	3625	2800
chr20	25193693	25197693	ENSG00000197586	82	157	607	0	450	82	157	0	0	543	0	0	93	0	1050	157	0	0	525	0
chr6	127264610	127268610	ENSG00000118518	0	265	490	450	265	0	340	265	0	490	640	300	415	0	0	0	0	0	375	0
chr19	49041884	49045884	ENSG00000189052	2725	1500	3541	3025	1659	3391	3175	3250	4000	3150	3450	2550	2925	1141	841	1516	2041	3025	600	2491
chr12	10800627	10804627	ENSG00000121377	1402	0	2175	1275	1402	0	1500	1477	1350	2475	3550	4000	3700	4000	3700	3700	3400	4000	4000	4000
chr17	42743049	42747049	ENSG00000108799	1399	1399	600	900	1399	900	1099	1125	1275	675	375	975	450	1099	1099	1624	825	874	1774	600
chr10	46576217	46580217	ENSG00000204176	375	0	1500	0	1050	0	975	825	1650	375	525	1725	1408	0	1350	0	1050	0	0	1275
chr20	64082359	64086359	ENSG00000171695	1825	975	2325	0	2459	209	3250	900	2475	3850	3550	3134	2175	3250	4000	4000	2550	600	1275	3525
chr18	21610267	21614267	ENSG00000167088	1133	1133	0	0	1808	300	233	1975	0	0	0	0	0	0	0	0	0	383	0	0
chr6	167994241	167998241	ENSG00000125337	3100	1525	3025	2425	2875	3175	2725	2950	2800	3475	3625	3400	3100	3775	4000	3775	3734	3475	3625	3775
chr12	52518687	52522687	ENSG00000186081	2875	0	4000	675	3400	0	4000	3400	3550	3487	4000	3937	2662	4000	3700	4000	4000	2737	2137	4000
chr12	112011316	112015316	ENSG00000089248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr5	174722533	174726533	ENSG00000120149	3392	3550	4000	3700	3475	3625	3625	3467	3700	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000
chr20	45855617	45859617	ENSG00000132801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr3	29278982	29282982	ENSG00000144642	1050	2625	3775	3807	1275	3057	3582	2775	3807	3325	4000	3550	3625	4000	900	300	3850	4000	4000	4000
chr15	73681966	73685966	ENSG00000103855	641	2141	0	1125	1766	525	716	116	716	0	1091	0	0	3491	1425	2650	2066	566	2775	1616
chr16	18924454	18928454	ENSG00000157106	0	0	0	0	29	0	254	0	0	450	0	0	0	0	0	0	0	0	0	0
chr6	134050636	134054636	ENSG00000146411	600	675	1886	1211	900	450	2411	1275	2561	2111	3625	2500	3461	1225	4000	2800	3386	4000	3325	1675
chr9	93132288	93136288	ENSG00000131669	3175	1063	2650	1438	3250	1588	1363	3100	2200	3400	3175	2875	3175	4000	4000	3325	3250	2187	2725	2413
chr18	3011315	3015315	ENSG00000101577	0	450	0	0	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6	73308365	73312365	ENSG00000135314	1585	1135	0	1585	1810	1660	1360	2260	1500	2350	690	690	2040	2260	2250	900	2100	1050	1050	2025
chr6	30324134	30328134	ENSG00000270604	0	0	375	0	0	0	0	0	0	375	0	0	0	0	0	0	0	0	0	0
chr17	2399118	2403118	ENSG00000070444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17	82315602	82319602	ENSG00000173762	1323	0	1998	0	1698	1023	2298	948	1173	4000	3475	2575	2875	2148	2448	2223	1548	2148	1923	1623
chr7	97870542	97874542	ENSG00000070669	0	0	817	517	0	0	0	0	442	0	0	142	0	0	0	0	0	0	0	0
chr17	35556098	35560098	ENSG00000236320	1177	1350	2700	2227	2125	1177	1852	1552	3052	3202	0	3150	3723	4000	2298	3300	2850	4000	3850	3423
chr14	21474597	21478597	ENSG00000092203	0	0	97	525	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0
chr12	92719505	92723505	ENSG00000187510	375	0	450	600	300	0	0	600	1650	0	0	975	750	1350	1350	1350	300	1050	1425	600
chr19	19061999	19065999	ENSG00000181035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr16	423619	427619	ENSG00000090565	2050	2125	2006	1256	1600	2275	2050	2500	2275	2350	3025	1425	2425	2725	3025	1725	2594	2875	3700	3325
chr14	94559091	94563091	ENSG00000100665	3091	4000	4000	4000	3550	4000	3466	3925	4000	2950	4000	4000	4000	4000	3775	3100	4000	4000	3459	4000
chr14	56808479	56812479	ENSG00000165588	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000
chr9	122508802	122512802	ENSG00000197233	1200	1800	3023	2025	2100	1425	2025	2100	1650	3023	4000	2800	4000	3473	2723	4000	3323	3025	4000	3023
chr8	65560780	65564780	ENSG00000254081	395	0	1820	1425	245	770	1595	470	920	2275	3250	4000	3025	1820	620	2045	1820	2420	2420	2570
chr13	40769173	40773173	ENSG00000102738	450	375	300	173	825	375	0	450	0	0	0	0	0	0	398	0	0	0	248	0
chr19	38876279	38880279	ENSG00000187994	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7	97023097	97027097	ENSG00000105880	3625	4000	4000	4000	3625	4000	4000	3700	4000	4000	4000	4000	0	4000	4000	4000	4000	4000	4000	4000
chr2	218268392	218272392	ENSG00000127838	0	525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17	6994065	6998065	ENSG00000108839	0	0	525	285	750	0	0	0	0	1275	600	1125	525	1425	975	0	0	0	450	450
chr3	4301304	4305304	ENSG00000170364	450	450	1221	0	0	0	0	0	0	0	846	0	471	246	0	0	171	0	246	0
chr1	165354715	165358715	ENSG00000162761	2885	2725	4000	4000	2660	3625	4000	2950	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000
chr2	238424742	238428742	ENSG00000065802	0	450	0	0	367	0	0	0	0	1158	450	0	0	633	783	0	0	0	483	0
chr4	74931095	74935095	ENSG00000169116	2670	3325	3850	4000	2520	3475	1095	2595	4000	4000	3625	4000	4000	4000	4000	4000	4000	4000	4000	4000
chr2	27407687	27411687	ENSG00000115241	762	1075	462	450	988	975	1062	762	525	762	762	387	0	1212	912	837	687	537	462	837
chr8	71842468	71846468	ENSG00000178860	3782	2807	4000	3625	3557	4000	4000	3707	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000
chr8	28488318	28492318	ENSG00000214050	2607	2607	1632	3925	3432	2307	3582	2982	4000	2532	2757	2607	2250	2907	3000	2682	2682	2925	2757	2682
chr9	133526612	133530612	ENSG00000187616	4000	1750	4000	1963	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000
chr8	74319130	74323130	ENSG00000104381	2030	1280	3605	2255	2405	3005	3080	2780	3080	3755	3830	4000	4000	4000	4000	4000	4000	4000	4000	4000
chr1	158561604	158565604	ENSG00000186440	1050	1200	1050	1725	975	1125	1800	1050	2100	2646	3021	3550	3246	3625	2796	3621	3471	4000	3550	2271
chr15	64385748	64389748	ENSG00000103671	0	27	300	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9	111036458	111040458	ENSG00000198121	3517	2842	3442	3367	3292	3442	3742	3667	3667	3367	3517	4000	3550	3625	3667	4000	3667	3775	4000	4000
chr14	105396579	105400579	ENSG00000226174	0	0	0	0	0	171	0	96	0	825	1279	0	0	0	0	0	4	0	525	450
chr16	68243304	68247304	ENSG00000103066	750	600	0	525	0	0	300	600	0	900	250	0	0	96	750	996	171	0	0	0
chr10	70144676	70148676	ENSG00000156521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20	140369	144369	ENSG00000125788	0	975	450	900	675	600	1050	300	1050	1225	2431	3700	3775	3856	1650	4000	2575	3850	4000	3256
chr1	215565392	215569392	ENSG00000136636	2200	2200	3117	1992	2050	2217	2275	2425	2067	3267	3492	3792	3867	4000	4000	2833	4000	4000	4000	4000
chr10	72952778	72956778	ENSG00000138308	3153	3475	3847	3247	3550	3397	4000	3475	4000	3172	3997	3547	3697	4000	3547	3997	3622	3847	2722	3772
chr11	118075012	118079012	ENSG00000137648	3700	4000	4000	4000	3475	4000	2275	4000	4000	4000	4000	4000	3625	3925	4000	4000	4000	3400	4000	3400
chr22	39012363	39016363	ENSG00000243811	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr2	45649345	45653345	ENSG00000171132	0	0	0	0	0	0	0	0	0	0	0	0	0	1050	750	600	0	0	450	0
chr14	102137503	102141503	ENSG00000140153	0	0	497	0	572	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0
chr1	159712589	159716589	ENSG00000132693	1675	1636	3586	3100	2011	2200	2725	2275	3175	4000	3886	3961	3700	4000	4000	3775	4000	4000	4000	4000
chr8	12137077	12141077	ENSG00000223443	1898	2048	3623	375	2798	0	525	1898	750	975	0	3473	2123	827	900	450	525	1300	0	0
chr2	158966634	158970634	ENSG00000115183	3150	3075	3334	3409	3375	3300	3409	3300	3484	3409	4000	4000	3925	4000	3709	4000	4000	4000	4000	4000
chr8	79608814	79612814	ENSG00000104435	2189	2264	3539	2789	1964	2564	2789	2714	2864	3625	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000
chr5	177401204	177405204	ENSG00000198055	2146	1771	2446	1396	2221	1846	2371	2521	2446	3400	2821	2596	2596	2671	3250	3346	3046	2446	2746	3496
chr20	63518724	63522724	ENSG00000125534	0	0	876	0	0	426	1026	651	426	1251	1251	1251	1251	1626	1251	1851	1476	951	1476	1551
chr7	100426992	100430992	ENSG00000078487	0	0	0	0	0	0	0	0	0	408	0	183	0	0	1050	300	0	0	0	0
chr12	85034277	85038277	ENSG00000231738	900	0	825	450	825	0	750	675	525	825	1623	1848	1173	2850	1425	3550	1473	2523	3198	2100
chr4	103196409	103200409	ENSG00000138778	750	900	0	825	1275	1200	675	1500	1050	900	300	109	859	2509	750	1384	0	1200	2509	1200
chr19	35627030	35631030	ENSG00000126254	0	445	0	0	0	0	0	0	0	0	180	0	0	0	675	0	105	0	0	0
chr15	74955464	74959464	ENSG00000178718	2500	675	4000	2311	2439	4000	2214	4000	4000	0	3039	4000	3175	4000	4000	4000	3939	4000	4000	4000
chr5	177020696	177024696	ENSG00000113761	0	1000	304	0	829	0	0	0	0	0	0	0	0	0	0	300	0	0	96	0
chr19	54767811	54771811	ENSG00000125498	1711	2875	3700	39	3325	3100	3550	3286	3625	3100	2500	4000	586	2425	2761	525	736	4000	2350	3475
chr15	51969806	51973806	ENSG00000166477	319	0	0	0	525	0	0	531	0	0	0	0	0	0	0	0	0	0	0	0
chr2	153476808	153480808	ENSG00000177519	2817	3117	3267	3117	2892	3042	3117	3042	3117	3567	3267	3850	3867	4000	3942	3625	4000	4000	4000	3792
chrX	71116556	71120556	ENSG00000184634	0	244	325	0	169	825	0	1225	319	450	0	0	0	0	0	0	0	0	0	0
chrX	37347330	37351330	ENSG00000250349	1480	1930	1245	1630	1555	1630	2005	1105	1255	3280	3420	3505	2070	4000	3700	2850	4000	3850	3000	4000
chr9	110666771	110670771	ENSG00000030304	300	1500	2104	750	450	1275	0	450	1200	1875	1350	3079	2254	2721	1200	1275	1971	2475	2421	1800
chr13	110811084	110815084	ENSG00000259831	3216	1041	3066	2125	3175	1641	3175	3325	3550	4000	3891	4000	4000	4000	4000	3775	4000	2875	3400	3141
chr17	75928129	75932129	ENSG00000267426	1425	1425	0	600	2550	600	0	750	375	375	600	375	0	300	0	0	0	600	221	0
chr14	31487956	31491956	ENSG00000151413	0	0	300	0	550	0	0	131	0	0	525	0	0	450	0	0	0	0	375	1675
chr6	31112750	31116750	ENSG00000204540	3550	3475	3850	3775	3775	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000
chr13	80009077	80013077	ENSG00000281721	677	2252	2348	2777	2102	1950	2702	1877	2777	3623	2475	3000	3623	3550	4000	3623	2627	2423	3848	4000
chr12	4647095	4651095	ENSG00000139180	0	0	450	355	130	0	505	55	205	0	0	0	805	0	0	0	0	205	1180	1255
chr7	122993700	122997700	ENSG00000128519	0	375	1800	1050	0	0	0	0	300	1800	2100	1350	0	1825	825	1950	1275	700	2725	1075
chr4	39975956	39979956	ENSG00000121892	81	0	0	0	906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10	113662127	113666127	ENSG00000197893	0	1527	2773	1752	852	1227	1977	852	1827	2727	2425	4000	448	3475	3223	3823	4000	3700	3475	2502
chr19	5902006	5906006	ENSG00000174886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17	59104921	59108921	ENSG00000108395	0	0	0	746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chrX	34940796	34944796	ENSG00000189132	1479	2475	1021	579	2229	675	0	2529	1050	1396	1921	0	0	0	1479	825	1350	1104	2175	0
chr3	157087881	157091881	ENSG00000241135	0	0	0	300	0	750	0	0	675	0	0	0	475	669	706	450	0	1269	519	0
chr6	2748966	2752966	ENSG00000145949	825	1275	2950	2116	750	975	2191	1575	1800	1741	2791	2416	2116	2416	3241	4000	3325	3025	3700	3016
chr11	77472635	77476635	ENSG00000149269	960	810	4000	2500	810	2950	0	2310	3625	3735	825	3210	4000	375	675	4000	0	4000	4000	4000
chr2	202236608	202240608	ENSG00000116030	1158	483	108	333	2133	933	258	1233	1158	183	258	258	708	0	108	300	375	0	1350	483
chr19	13116103	13120103	ENSG00000160877	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	47	0
chr11	17542416	17546416	ENSG00000006611	3759	3625	4000	3766	3700	3700	4000	3459	4000	4000	4000	4000	4000	4000	4000	4000	4000	3775	3550	4000
chr7	7154934	7158934	ENSG00000106392	0	0	0	0	0	0	0	0	0	300	0	0	0	0	2616	0	0	366	2691	0
chr20	45970172	45974172	ENSG00000198026	822	825	222	0	1275	522	447	522	0	0	0	0	0	450	0	0	297	0	0	0
chr5	80652648	80656648	ENSG00000113318	0	0	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	450	0
chr22	30633652	30637652	ENSG00000100036	773	775	23	0	773	700	623	398	323	450	923	473	23	450	675	375	0	600	1052	0
chrX	91432595	91436595	ENSG00000174740	2220	2295	1770	1845	1245	1545	1770	1695	1995	2100	1845	2670	1575	2895	2970	1995	3045	2745	2970	2970
chr17	76025452	76029452	ENSG00000167880	2425	0	2500	1148	3175	2198	3475	3700	3475	3100	1825	3550	2350	2050	4000	3023	3100	1975	548	3848
chr10	101568560	101572560	ENSG00000166171	1900	1525	2425	1750	1525	2140	2725	3175	3025	3040	2725	2650	2200	2515	2875	3700	2890	2065	4000	2950
chr12	95994365	95998365	ENSG00000084110	0	0	525	0	535	0	0	0	0	900	450	0	750	0	0	1660	835	535	0	310
chrX	103626704	103630704	ENSG00000172465	0	300	0	0	0	0	0	0	0	0	0	0	0	0	1125	1800	900	0	504	0
chr20	46892624	46896624	ENSG00000064655	2625	2775	3751	3075	2175	3450	3675	2850	3600	3975	3750	4000	3775	4000	3999	4000	4000	4000	4000	4000
chr14	23040167	23044167	ENSG00000222028	2758	1633	1992	433	3400	1017	2475	0	4000	2967	2575	2742	1842	2050	2892	2592	2592	2950	1675	1050
chr12	42236349	42240349	ENSG00000015153	0	0	450	0	300	0	0	0	0	0	0	0	0	424	900	0	0	0	0	0
chr6	73521797	73525797	ENSG00000156508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11	118677690	118681690	ENSG00000118094	4000	4000	3475	3400	4000	3775	4000	4000	4000	3210	3435	3700	2650	3285	4000	3400	3060	2125	2500	2460
chr6	73360677	73364677	ENSG00000203908	4000	1975	3325	2275	3700	4000	4000	4000	3025	2200	2377	2302	2500	3352	3952	4000	3352	3652	3625	4000
chr1	200408056	200412056	ENSG00000162702	581	506	850	1406	731	656	806	581	806	1106	0	1706	1331	1706	525	1031	1106	1481	1856	431
chr8	108441601	108445601	ENSG00000104412	0	0	1274	299	0	0	899	0	299	899	374	1424	1349	824	1199	1424	524	1274	1124	1424
chr17	7436273	7440273	ENSG00000161958	2298	900	2373	3048	1848	4000	1923	3723	4000	2523	3573	4000	3498	4000	3573	3573	4000	3798	3198	4000
chr7	21426034	21430034	ENSG00000105866	0	0	41	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	359	0
chr11	47563336	47567336	ENSG00000213619	0	750	450	750	389	0	0	839	0	0	0	0	0	300	525	0	0	0	0	0
chr2	99488035	99492035	ENSG00000135945	0	110	0	0	0	0	110	0	0	375	0	0	0	0	0	375	0	0	0	0
chr5	134522312	134526312	ENSG00000043143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr9	62513191	62517191	ENSG00000232827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr11	123193281	123197281	ENSG00000166250	4000	3925	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	3744	4000	4000	4000	3969	4000	4000	4000
chr7	76459676	76463676	ENSG00000091073	1350	675	0	900	1275	1174	1624	1399	900	0	0	0	0	0	0	0	0	0	0	0
chr5	181038225	181042225	ENSG00000165810	3850	3250	4000	4000	3700	3250	3625	3925	3925	4000	4000	3700	3550	4000	4000	3550	3700	3625	4000	4000
chr10	113749454	113753454	ENSG00000148735	1525	2950	2379	3250	2125	3325	2650	2575	3325	2904	2604	3429	3054	3654	2754	3804	3204	3729	3129	2754
chr11	65352767	65356767	ENSG00000173825	0	0	0	0	750	0	0	0	0	0	267	0	375	0	825	900	0	792	1167	0
chr14	46649821	46653821	ENSG00000165496	975	971	821	371	1121	675	0	525	525	1050	1046	821	1646	2021	596	1200	1871	2096	975	746
chr13	110897172	110901172	ENSG00000229152	450	0	0	0	825	0	0	675	0	0	0	0	0	0	0	0	0	0	0	0
chr14	20459612	20463612	ENSG00000165782	0	12	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr10	102501987	102505987	ENSG00000107882	0	0	0	0	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12	68969570	68973570	ENSG00000135678	1425	0	2145	1650	1650	0	0	1950	1650	0	0	2025	0	1950	300	525	1125	2820	345	0
chr12	11029407	11033407	ENSG00000256436	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0
chr11	75087754	75091754	ENSG00000171561	1196	1200	2771	1800	1271	1725	1871	1571	1875	3596	3600	4000	3625	3925	3821	4000	3821	4000	4000	4000
chr19	43779257	43783257	ENSG00000104783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1050	0	0
chr14	20588823	20592823	ENSG00000258436	2352	2652	3402	3102	2127	2802	2952	2577	3102	3027	4000	4000	3625	3550	3625	3550	2998	4000	3850	4000
chr3	195656062	195660062	ENSG00000242086	450	0	0	0	1688	0	1088	1200	0	0	413	0	0	0	0	0	0	0	0	0
chr3	50265558	50269558	ENSG00000012171	4000	2950	4000	2250	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000
chr18	54267404	54271404	ENSG00000101751	0	0	496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1	145962702	145966702	ENSG00000121851	0	900	0	0	577	450	0	352	0	0	0	0	0	0	648	573	0	0	273	0
chr12	120325789	120329789	ENSG00000170890	3539	0	2800	3400	4000	0	4000	4000	4000	2500	1889	2175	0	1964	3100	3239	3775	2200	3700	3700
chr5	34654237	34658237	ENSG00000039560	2987	2312	4000	3250	3062	2987	3137	2987	3137	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000
chr7	141762097	141766097	ENSG00000127362	0	1050	300	525	0	0	0	0	0	0	450	0	0	600	0	0	0	0	0	0
chr17	1648077	1652077	ENSG00000167705	0	0	0	0	0	0	0	0	0	1323	600	0	0	123	0	123	0	300	0	0
chrY	7699247	7703247	ENSG00000225520	975	0	450	0	900	0	1003	0	0	1678	853	675	2425	2503	2353	0	0	2500	3325	2925
chr19	58465045	58469045	ENSG00000083812	0	455	375	0	1280	0	0	0	0	375	300	0	0	0	1350	0	0	375	0	0
chr8	144093027	144097027	ENSG00000179091	600	723	0	750	975	0	1425	600	0	375	0	675	0	0	450	1425	0	0	1650	0
chr11	60376482	60380482	ENSG00000166927	450	450	0	0	375	300	0	375	0	0	0	0	1132	168	0	0	0	0	0	0
chr5	177310757	177314757	ENSG00000213347	0	0	0	0	0	0	0	568	0	43	0	0	0	343	550	1993	118	375	0	943
chr22	37210322	37214322	ENSG00000278195	0	0	0	0	0	0	0	0	0	0	0	0	0	1500	1228	0	0	975	747	0
chr4	119802515	119806515	ENSG00000250772	0	750	1815	450	0	1140	0	450	450	2115	1350	2850	3235	2340	1825	2250	1285	2650	2725	675
chr5	62304162	62308162	ENSG00000068796	0	63	0	450	588	0	288	0	0	0	0	0	0	0	0	0	0	0	375	0
chr1	162067774	162071774	ENSG00000198929	2625	2324	3374	3449	2474	2774	2849	2699	2774	3550	3775	4000	4000	4000	3925	4000	4000	4000	4000	4000
chrX	37683759	37687759	ENSG00000047597	525	1309	3475	2134	2359	2284	2509	2509	2509	3559	3634	4000	3934	4000	2509	3775	3409	4000	3700	4000
chr3	12482432	12486432	ENSG00000154743	343	568	0	1693	793	793	1018	568	1318	1275	675	0	525	0	568	1168	0	0	793	418
chr2	181678665	181682665	ENSG00000188452	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000
chr20	2468853	2472853	ENSG00000125835	0	0	0	0	375	0	0	0	0	0	375	0	403	450	0	0	0	0	0	0
